RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
59,0,24024,Zach Johnson,70.33,211,3
59,0,28780,Nicholas Thompson,70.33,1266,18
59,0,25632,Jimmy Walker,70.33,211,3
64,0,32200,Roberto Castro,70.36,774,11
65,0,39977,Max Homa,70.38,915,13
66,0,23983,Luke Donald,70.43,493,7
66,0,25240,D.A. Points,70.43,1620,23
68,0,08075,Jerry Kelly,70.44,1127,16
68,0,33122,Russell Knox,70.44,1127,16
70,0,35532,Tom Hoge,70.47,1198,17
71,0,24924,Bill Haas,70.50,705,10
71,0,26329,Louis Oosthuizen,70.50,423,6
73,0,40026,Daniel Berger,70.52,1481,21
74,0,35541,John Peterson,70.53,1058,15
75,0,29222,Billy Hurley III,70.54,917,13
76,0,27466,Spencer Levin,70.55,1552,22
76,0,23800,Bryce Molder,70.55,1552,22
78,0,20229,Stewart Cink,70.56,1129,16
79,0,24140,Sean O'Hair,70.57,988,14
80,0,20771,Steven Alker,70.58,847,12
80,0,35539,Luke Guthrie,70.58,1341,19
82,0,31557,Jim Herman,70.60,1059,15
83,0,25900,Lucas Glover,70.62,1836,26
84,0,28259,Sangmoon Bae,70.63,1342,19
84,0,30946,Alex Prugh,70.63,1342,19
86,0,29478,Kevin Kisner,70.64,989,14
87,0,32366,Kevin Chappell,70.67,848,12
87,0,21528,Henrik Stenson,70.67,212,3
87,0,27095,Nick Watney,70.67,1272,18
90,0,35451,Scott Pinckney,70.69,1131,16
91,0,34261,Scott Langley,70.70,1626,23
92,0,33399,Adam Hadwin,70.73,1556,22
93,0,24361,Pat Perez,70.75,1415,20
94,0,25274,Steven Bowditch,70.77,1557,22
95,0,21961,Charles Howell III,70.78,1274,18
96,0,12716,Charley Hoffman,70.79,1345,19
97,0,32839,Hideki Matsuyama,70.80,354,5
97,0,34130,Sung Joon Park,70.80,1062,15
97,0,24138,Ian Poulter,70.80,354,5
97,0,27770,Camilo Villegas,70.80,1062,15
101,0,40058,Zac Blair,70.81,1841,26
102,0,20104,Ken Duke,70.85,1417,20
103,0,36699,Patrick Rodgers,70.86,496,7
104,0,20848,Ángel Cabrera,70.88,567,8
104,0,23548,Bill Lunde,70.88,567,8
106,0,34262,Jon Curran,70.89,1347,19
106,0,33667,Carlos Ortiz,70.89,1347,19
108,0,23541,Ben Crane,70.92,851,12
109,0,29289,S.Y. Noh,70.93,993,14
110,0,36801,Mark Hubbard,70.95,1348,19
110,0,33418,Shawn Stefani,70.95,1419,20
112,0,25892,Steve Wheatcroft,70.96,1632,23
113,0,20472,Alex Cejka,71.00,1207,17
113,0,32448,James Hahn,71.00,1207,17
113,0,30852,Ryo Ishikawa,71.00,852,12
113,0,20396,Lee Westwood,71.00,497,7
117,0,29725,Tony Finau,71.05,1350,19
117,0,32640,Troy Merritt,71.05,1421,20
117,0,21878,Mark Wilson,71.05,1350,19
120,0,21753,Brian Davis,71.07,1066,15
121,0,25686,Jason Dufner,71.10,711,10
122,0,28486,Michael Putnam,71.11,1351,19
123,0,28679,Fabián Gómez,71.13,1138,16
124,0,24494,Erik Compton,71.17,854,12
125,0,22371,Aaron Baddeley,71.18,1210,17
126,0,22892,Jason Gore,71.19,1139,16
126,0,27963,Chris Stroud,71.19,1139,16
128,0,27649,Brandt Snedeker,71.25,570,8
129,0,25493,Nick Taylor,71.26,1354,19
130,0,29420,Billy Horschel,71.29,499,7
130,0,28132,Tyrone Van Aswegen,71.29,998,14
132,0,33419,Cameron Tringale,71.33,642,9
133,0,24357,K.J. Choi,71.36,785,11
134,0,30736,Oscar Fraustro,71.42,857,12
134,0,34098,Russell Henley,71.42,857,12
136,0,29720,Andres Gonzales,71.44,1786,25
137,0,31323,Gary Woodland,71.45,1429,20
138,0,31416,Derek Fathauer,71.47,1358,19
139,0,24358,Robert Garrigus,71.53,1216,17
140,0,22056,Cameron Percy,71.58,859,12
141,0,24490,George McNeill,71.61,1647,23
141,0,26289,Boo Weekley,71.61,1289,18
143,0,23623,Bo Van Pelt,71.62,931,13
144,0,25369,Jamie Donaldson,71.63,573,8
145,0,32334,Charlie Beljan,71.64,1576,22
146,0,31560,Brian Stuard,71.67,1505,21
147,0,20766,Padraig Harrington,71.69,932,13
148,0,02206,David Toms,71.71,502,7
149,0,33413,Ben Martin,71.72,1291,18
150,0,10885,Robert Allenby,71.73,789,11
150,0,34358,Jonathan Randolph,71.73,1076,15
150,0,32150,Michael Thompson,71.73,1076,15
153,0,29223,Sam Saunders,71.77,933,13
154,0,24846,Ricky Barnes,71.81,1508,21
155,0,23048,Eric Axley,71.83,431,6
156,0,37273,Derek Ernst,71.84,1365,19
157,0,22293,Heath Slocum,71.91,791,11
158,0,20645,John Senden,71.93,1079,15
159,0,27933,John Merrick,71.94,1223,17
159,0,25349,Tim Wilkinson,71.94,1151,16
161,0,29425,Andrew Svoboda,71.95,1439,20
162,0,20157,Retief Goosen,72.00,1512,21
162,0,26331,Charl Schwartzel,72.00,936,13
164,0,27895,Jonas Blixt,72.08,865,12
165,0,30692,Scott Stallings,72.11,1370,19
166,0,29535,Brice Garnett,72.19,1516,21
167,0,29221,Webb Simpson,72.25,578,8
168,0,28023,Byron Smith,72.30,723,10
169,0,01706,Davis Love III,72.33,434,6
170,0,24781,Hunter Mahan,72.38,579,8
171,0,34256,Andrew Putnam,72.43,1014,14
172,0,33141,Keegan Bradley,72.44,652,9
173,0,31193,Jim Renner,72.60,1089,15
174,0,25562,Andres Romero,72.63,581,8
175,0,20691,Greg Owen,72.67,654,9
176,0,33486,Roger Sloan,72.82,801,11
177,0,22046,Geoff Ogilvy,72.89,656,9
178,0,26851,Marc Leishman,73.00,657,9
179,0,28307,Matt Every,73.60,1104,15
180,0,10809,Jim Furyk,73.67,221,3
181,0,25804,Bubba Watson,74.00,148,2
182,0,06522,Ernie Els,74.33,223,3
