RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,34046,Jordan Spieth,69.05,4143,60
2,0,25804,Bubba Watson,69.09,3109,45
3,0,28089,Jason Day,69.31,3119,45
4,0,33448,Justin Thomas,69.50,4309,62
5,0,22405,Justin Rose,69.54,2851,41
6,0,24024,Zach Johnson,69.65,3622,52
7,0,25364,Paul Casey,69.71,2928,42
8,0,34431,Robert Streb,69.80,3909,56
9,0,25818,Scott Piercy,69.82,3072,44
10,0,24507,Jason Bohn,69.84,3562,51
11,0,34099,Harris English,69.85,3353,48
12,0,33122,Russell Knox,69.88,3494,50
13,0,29926,Danny Lee,69.90,4334,62
13,0,23320,Ryan Palmer,69.90,2726,39
15,0,21209,Sergio Garcia,69.91,2377,34
15,0,26329,Louis Oosthuizen,69.91,2447,35
17,0,34265,Will Wilcox,69.92,1818,26
18,0,25720,Chad Collins,69.94,2448,35
18,0,32839,Hideki Matsuyama,69.94,3567,51
20,0,29478,Kevin Kisner,69.98,3639,52
21,0,36689,Brooks Koepka,70.00,3080,44
22,0,32102,Rickie Fowler,70.05,2802,40
23,0,23638,Brendon de Jonge,70.08,3714,53
23,0,27649,Brandt Snedeker,70.08,3364,48
25,0,23108,Matt Kuchar,70.09,3715,53
25,0,23621,Rory Sabbatini,70.09,3084,44
27,0,06567,Vijay Singh,70.11,2524,36
28,0,30944,Jason Kokrak,70.12,2875,41
29,0,35532,Tom Hoge,70.14,2455,35
30,0,29479,Scott Brown,70.16,3508,50
30,0,26758,David Hearn,70.16,3157,45
32,0,26951,Johnson Wagner,70.18,2316,33
33,0,40026,Daniel Berger,70.19,3790,54
33,0,24924,Bill Haas,70.19,2948,42
33,0,23800,Bryce Molder,70.19,2948,42
36,0,25345,Carl Pettersson,70.20,3440,49
37,0,20593,Greg Chalmers,70.21,1685,24
37,0,37454,Whee Kim,70.21,2387,34
39,0,21528,Henrik Stenson,70.24,2669,38
40,0,34264,Hudson Swafford,70.29,3585,51
41,0,26289,Boo Weekley,70.30,3093,44
42,0,30925,Dustin Johnson,70.31,2953,42
42,0,25834,Daniel Summerhays,70.31,3445,49
44,0,29725,Tony Finau,70.33,3868,55
45,0,24925,Jonathan Byrd,70.36,2322,33
45,0,34360,Patrick Reed,70.36,3870,55
47,0,33418,Shawn Stefani,70.37,3237,46
48,0,30852,Ryo Ishikawa,70.38,2745,39
48,0,08075,Jerry Kelly,70.38,2815,40
48,0,27963,Chris Stroud,70.38,2745,39
48,0,25632,Jimmy Walker,70.38,2815,40
52,0,40058,Zac Blair,70.39,3449,49
52,0,34262,Jon Curran,70.39,2886,41
52,0,10809,Jim Furyk,70.39,2675,38
55,0,34409,David Lingmerth,70.40,3661,52
56,0,33419,Cameron Tringale,70.41,3591,51
57,0,27936,Martin Laird,70.42,2535,36
58,0,25396,Kevin Na,70.44,3663,52
59,0,31202,William McGirt,70.45,3100,44
59,0,29476,Kyle Reifers,70.45,2677,38
61,0,20771,Steven Alker,70.46,1973,28
61,0,34174,John Huh,70.46,2607,37
61,0,36699,Patrick Rodgers,70.46,1973,28
64,0,29221,Webb Simpson,70.47,2678,38
64,0,30927,Brendon Todd,70.47,3312,47
66,0,20229,Stewart Cink,70.49,2749,39
66,0,35541,John Peterson,70.49,2467,35
66,0,27095,Nick Watney,70.49,3313,47
69,0,30711,Colt Knost,70.50,2820,40
70,0,30926,Chris Kirk,70.51,2609,37
70,0,29518,Brendan Steele,70.51,2750,39
72,0,25240,D.A. Points,70.53,2116,30
73,0,21878,Mark Wilson,70.54,2610,37
74,0,27436,Graham DeLaet,70.55,2187,31
75,0,12510,Chad Campbell,70.56,3669,52
76,0,24490,George McNeill,70.57,3458,49
76,0,24361,Pat Perez,70.57,3105,44
78,0,20472,Alex Cejka,70.58,3176,45
78,0,24140,Sean O'Hair,70.58,3176,45
78,0,24138,Ian Poulter,70.58,2682,38
81,0,27644,Brian Harman,70.60,3389,48
81,0,31557,Jim Herman,70.60,3036,43
83,0,26596,Ryan Moore,70.61,3107,44
83,0,30946,Alex Prugh,70.61,2542,36
85,0,28679,Fabián Gómez,70.62,2613,37
85,0,27141,J.B. Holmes,70.62,3178,45
85,0,28023,Byron Smith,70.62,1836,26
88,0,28259,Sangmoon Bae,70.64,3108,44
88,0,33399,Adam Hadwin,70.64,3108,44
90,0,25274,Steven Bowditch,70.65,3462,49
90,0,28500,Martin Flores,70.65,3038,43
92,0,02206,David Toms,70.66,2049,29
93,0,20104,Ken Duke,70.68,2615,37
93,0,35539,Luke Guthrie,70.68,2686,38
95,0,22892,Jason Gore,70.69,2474,35
95,0,33461,Morgan Hoffmann,70.69,2757,39
97,0,23983,Luke Donald,70.71,2404,34
98,0,35545,Blayne Barber,70.73,2617,37
98,0,34098,Russell Henley,70.73,2829,40
98,0,27466,Spencer Levin,70.73,3607,51
101,0,23353,J.J. Henry,70.74,2971,42
102,0,34563,Chesson Hadley,70.75,2830,40
103,0,22056,Cameron Percy,70.76,2618,37
104,0,30736,Oscar Fraustro,70.77,1840,26
105,0,01810,Phil Mickelson,70.79,2336,33
105,0,25198,Francesco Molinari,70.79,1699,24
105,0,20691,Greg Owen,70.79,2053,29
108,0,27214,Kevin Streelman,70.80,2903,41
109,0,35451,Scott Pinckney,70.82,3116,44
109,0,34358,Jonathan Randolph,70.82,2762,39
111,0,32640,Troy Merritt,70.84,3471,49
112,0,34261,Scott Langley,70.86,3047,43
113,0,26300,Matt Jones,70.87,3260,46
114,0,34130,Sung Joon Park,70.89,2481,35
114,0,32150,Michael Thompson,70.89,2623,37
116,0,22371,Aaron Baddeley,70.91,2269,32
117,0,27770,Camilo Villegas,70.92,2624,37
118,0,12716,Charley Hoffman,70.94,3405,48
118,0,10860,Justin Leonard,70.94,2199,31
120,0,36801,Mark Hubbard,70.95,2838,40
121,0,33667,Carlos Ortiz,70.96,3335,47
121,0,24502,Adam Scott,70.96,1916,27
123,0,32448,James Hahn,70.98,2981,42
123,0,27064,Jhonattan Vegas,70.98,2839,40
123,0,25892,Steve Wheatcroft,70.98,3052,43
126,0,31560,Brian Stuard,71.00,2911,41
127,0,24781,Hunter Mahan,71.03,2486,35
128,0,28780,Nicholas Thompson,71.05,2984,42
129,0,26851,Marc Leishman,71.06,2345,33
130,0,32366,Kevin Chappell,71.10,2915,41
131,0,28475,Jeff Overton,71.12,3058,43
131,0,25493,Nick Taylor,71.12,2987,42
133,0,33141,Keegan Bradley,71.13,2845,40
133,0,25900,Lucas Glover,71.13,2845,40
135,0,23548,Bill Lunde,71.15,1423,20
136,0,10885,Robert Allenby,71.16,1779,25
136,0,21961,Charles Howell III,71.16,3487,49
136,0,23623,Bo Van Pelt,71.16,2633,37
139,0,29420,Billy Horschel,71.17,3345,47
139,0,33413,Ben Martin,71.17,3345,47
141,0,39977,Max Homa,71.19,2634,37
142,0,29223,Sam Saunders,71.20,2919,41
143,0,20645,John Senden,71.24,2422,34
144,0,25191,Gonzalo Fernandez-Castaño,71.25,2850,40
145,0,32200,Roberto Castro,71.26,1639,23
