RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,0,23135,Tim Clark,30' 3",36737.000,1216,Under
2,0,10425,Jay Williamson,30' 9",33630.917,1093,Under
3,0,06621,Joe Durant,31' 7",32320.250,1024,Under
4,0,12705,Cliff Kresge,32' 0",25843.250,807,Over
5,0,08385,Omar Uresti,32' 2",35195.083,1094,Over
6,0,24357,K.J. Choi,32' 4",35427.750,1095,Under
7,0,23638,Brendon de Jonge,32' 6",53124.083,1634,Under
7,0,06527,Steve Stricker,32' 6",32611.167,1004,1 Under
9,0,12510,Chad Campbell,32' 8",47453.667,1452,Under
9,0,02206,David Toms,32' 8",41068.500,1257,Under
11,0,32102,Rickie Fowler,32' 9",48583.000,1485,Under
11,0,22293,Heath Slocum,32' 9",42915.917,1309,Under
13,0,19846,Brian Gay,32' 10",48345.167,1471,Under
14,0,12602,Dean Wilson,32' 11",27732.417,843,Under
15,0,01797,Rocco Mediate,33' 0",35968.917,1091,Under
15,0,01945,Kenny Perry,33' 0",33125.750,1005,Under
17,0,27466,Spencer Levin,33' 1",58160.583,1757,Under
17,0,01941,Tom Pernice Jr.,33' 1",34334.833,1039,Under
19,0,25190,Jeff Quinney,33' 2",47387.000,1429,Under
20,0,20472,Alex Cejka,33' 3",40236.500,1209,Under
20,0,23541,Ben Crane,33' 3",39219.833,1180,Under
20,0,26289,Boo Weekley,33' 3",43970.583,1323,Under
23,0,06643,Paul Goydos,33' 4",39303.250,1178,Under
23,0,01706,Davis Love III,33' 4",39487.167,1184,Under
25,0,23983,Luke Donald,33' 6",31870.667,951,Under
25,0,27060,John Mallinger,33' 6",38944.417,1162,Under
27,0,20498,Briny Baird,33' 7",47655.250,1418,Under
28,0,24358,Robert Garrigus,33' 8",36668.500,1089,Under
28,0,22046,Geoff Ogilvy,33' 8",30198.250,896,Under
28,0,24361,Pat Perez,33' 8",49989.583,1486,Under
31,0,24507,Jason Bohn,33' 9",44786.500,1326,Under
31,0,29285,Brent Delahoussaye,33' 9",28472.500,843,Over
31,0,10809,Jim Furyk,33' 9",36370.083,1077,Under
31,0,22405,Justin Rose,33' 9",42277.750,1254,Under
35,0,01320,Bob Estes,33' 10",42959.333,1271,Under
35,0,01810,Phil Mickelson,33' 10",34355.083,1015,Under
35,0,27649,Brandt Snedeker,33' 10",45353.250,1342,Under
35,0,23349,Charles Warren,33' 10",33219.417,981,Under
39,0,07867,Woody Austin,33' 11",50410.500,1486,Under
40,0,12652,Cameron Beckman,34' 0",36009.833,1059,Over
40,0,23673,Michael Connell,34' 0",46962.000,1382,Under
40,0,01766,Billy Mayfair,34' 0",39533.333,1162,Over
40,0,06567,Vijay Singh,34' 0",34754.750,1022,Under
44,0,26420,Richard Johnson,34' 1",44640.667,1309,Under
44,0,27120,Troy Matteson,34' 1",47600.833,1398,Under
44,0,25396,Kevin Na,34' 1",46456.917,1362,1 Under
44,0,20127,Chris Riley,34' 1",38337.750,1124,Under
44,0,24502,Adam Scott,34' 1",31852.417,935,Under
44,0,20645,John Senden,34' 1",53106.417,1557,Under
50,0,28087,Kris Blanks,34' 2",45383.167,1328,Under
50,0,01116,Michael Bradley,34' 2",41687.500,1220,Under
50,0,10860,Justin Leonard,34' 2",44194.333,1293,Under
50,0,23325,Vaughn Taylor,34' 2",48379.000,1417,Under
50,0,02239,Scott Verplank,34' 2",34339.833,1004,Under
55,0,21731,Freddie Jacobson,34' 3",47389.583,1382,Under
55,0,25345,Carl Pettersson,34' 3",50846.917,1485,Under
55,0,29221,Webb Simpson,34' 3",56264.667,1641,Under
55,0,08375,Paul Stankowski,34' 3",32540.000,950,Under
55,0,23322,Brett Wetterich,34' 3",32458.333,947,Under
60,0,24846,Ricky Barnes,34' 4",51063.333,1486,Under
60,0,09011,David Duval,34' 4",34338.083,999,Under
60,0,22378,Trevor Immelman,34' 4",26448.167,771,Over
60,0,26695,Michael Letzig,34' 4",49206.000,1433,Under
60,0,22056,Cameron Percy,34' 4",36185.250,1053,Under
60,0,28620,Aron Price,34' 4",38111.500,1110,Under
60,0,27095,Nick Watney,34' 4",42510.750,1237,Under
67,0,27436,Graham DeLaet,34' 5",46824.333,1360,Under
67,0,06251,Chris DiMarco,34' 5",48039.417,1397,Under
67,0,24924,Bill Haas,34' 5",46368.667,1346,Under
67,0,24024,Zach Johnson,34' 5",46325.083,1346,Under
67,0,26851,Marc Leishman,34' 5",44221.000,1286,Under
67,0,01724,Jeff Maggert,34' 5",38815.083,1129,Over
67,0,23788,D.J. Trahan,34' 5",50543.000,1469,Under
74,0,24925,Jonathan Byrd,34' 6",50716.417,1471,Under
74,0,08075,Jerry Kelly,34' 6",50823.083,1472,Under
74,0,27963,Chris Stroud,34' 6",44642.750,1294,Under
