RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
74,0,24663,Y.E. Yang,34' 6",35741.083,1035,Under
78,0,25364,Paul Casey,34' 7",27410.250,792,Under
78,0,25686,Jason Dufner,34' 7",42651.000,1234,Under
78,0,12716,Charley Hoffman,34' 7",47752.333,1380,Under
78,0,27214,Kevin Streelman,34' 7",49484.833,1432,Under
78,0,27770,Camilo Villegas,34' 7",34789.250,1006,Under
83,0,22621,Ben Curtis,34' 8",41110.917,1186,Under
83,0,01577,Lee Janzen,34' 8",43560.583,1258,Under
83,0,24912,Will MacKenzie,34' 8",42045.833,1213,Under
83,0,20160,Charlie Wi,34' 8",55351.917,1598,Under
87,0,24227,Justin Bolli,34' 9",25975.833,748,Over
87,0,21753,Brian Davis,34' 9",55566.167,1598,Under
87,0,21209,Sergio Garcia,34' 9",22327.667,643,Under
87,0,08725,Tom Gillis,34' 9",56167.083,1616,Under
87,0,20105,Jeff Gove,34' 9",27468.667,790,Over
87,0,20766,Padraig Harrington,34' 9",27266.083,785,Under
87,0,23108,Matt Kuchar,34' 9",46759.583,1345,1 Under
87,0,27933,John Merrick,34' 9",57246.917,1646,Under
87,0,26596,Ryan Moore,34' 9",37872.083,1091,Under
87,0,27302,Garth Mulroy,34' 9",26110.500,751,Over
87,0,20691,Greg Owen,34' 9",38554.583,1109,Over
87,0,26287,Roland Thatcher,34' 9",42015.417,1209,Over
99,0,06004,Stephen Ames,34' 10",43224.583,1240,Under
99,0,22122,Andrew McLardy,34' 10",27398.917,786,Over
99,0,01948,Tim Petrovic,34' 10",58728.750,1687,Under
99,0,07749,Brett Quigley,34' 10",54964.750,1578,Under
99,0,23623,Bo Van Pelt,34' 10",54278.417,1560,1 Under
99,0,26951,Johnson Wagner,34' 10",46071.083,1323,Under
105,0,07363,Craig Bowden,34' 11",29855.667,856,Over
105,0,01161,Mark Calcavecchia,34' 11",20687.417,592,Over
105,0,08537,J.P. Hayes,34' 11",42507.583,1218,Under
105,0,23320,Ryan Palmer,34' 11",44144.083,1264,Under
105,0,20686,Jeev Milkha Singh,34' 11",32500.000,931,Under
105,0,27330,Josh Teater,34' 11",57558.667,1648,Under
111,0,20593,Greg Chalmers,35' 0",54433.667,1555,Under
111,0,01249,John Daly,35' 0",29368.333,840,Over
111,0,31560,Brian Stuard,35' 0",44421.500,1268,Over
114,0,20157,Retief Goosen,35' 1",33291.750,948,1 Under
114,0,27936,Martin Laird,35' 1",49728.333,1418,Under
116,0,20663,Brenden Pappas,35' 2",34610.000,985,Even
117,0,24140,Sean O'Hair,35' 3",40999.500,1163,Under
118,0,28307,Matt Every,35' 4",32145.083,910,Under
118,0,07457,Steve Flesch,35' 4",41143.833,1164,Over
118,0,23800,Bryce Molder,35' 4",46139.917,1307,Under
118,0,26679,Kevin Stadler,35' 4",45698.583,1292,Under
122,0,26301,James Nitties,35' 5",51381.583,1450,Under
122,0,28475,Jeff Overton,35' 5",45042.083,1272,Under
122,0,25240,D.A. Points,35' 5",50239.333,1417,Under
122,0,06595,Kevin Sutherland,35' 5",49664.417,1401,Under
122,0,10423,Mike Weir,35' 5",25352.167,716,Even
122,0,20436,Garrett Willis,35' 5",44914.000,1268,Under
128,0,20229,Stewart Cink,35' 6",41315.500,1163,Under
128,0,25900,Lucas Glover,35' 6",37338.083,1051,Under
128,0,23548,Bill Lunde,35' 6",42750.000,1204,Over
128,0,28237,Rory McIlroy,35' 6",25511.917,718,Under
128,0,06515,Shaun Micheel,35' 6",33834.000,952,Under
128,0,23307,Roger Tambellini,35' 6",39393.083,1110,Over
134,0,10885,Robert Allenby,35' 7",39007.333,1096,Under
134,0,30946,Alex Prugh,35' 7",51059.833,1434,Under
134,0,33419,Cameron Tringale,35' 7",28525.000,802,Under
137,0,20098,Stuart Appleby,35' 9",56432.667,1577,Under
137,0,24781,Hunter Mahan,35' 9",42748.417,1197,Under
137,0,26882,Michael Sim,35' 9",33978.083,950,Under
140,0,01313,Steve Elkington,35' 11",37987.917,1058,Under
140,0,25632,Jimmy Walker,35' 11",45150.000,1256,Under
140,0,25804,Bubba Watson,35' 11",43013.833,1197,Under
140,0,25892,Steve Wheatcroft,35' 11",37159.750,1034,Over
144,0,32640,Troy Merritt,36' 0",49407.083,1373,Under
145,0,22946,Henrik Bjornstad,36' 1",38132.250,1058,Over
145,0,11123,Chris Couch,36' 1",38072.500,1054,Under
147,0,29910,Blake Adams,36' 2",48678.417,1346,Under
147,0,23613,Rich Barcelo,36' 2",37576.583,1038,Over
147,0,06522,Ernie Els,36' 2",35661.833,986,Under
147,0,20574,Mathew Goggin,36' 2",49100.500,1358,Over
147,0,12782,Tim Herron,36' 2",44588.750,1232,Under
147,0,06012,Greg Kraft,36' 2",25144.083,696,Over
147,0,28158,Steve Marino,36' 2",40801.583,1127,Under
147,0,25562,Andres Romero,36' 2",46688.750,1292,Under
147,0,21878,Mark Wilson,36' 2",51048.500,1413,Under
156,0,20378,Mathias Grönberg,36' 3",32443.583,895,Under
156,0,23353,J.J. Henry,36' 3",51343.250,1415,Under
156,0,30925,Dustin Johnson,36' 3",40827.167,1126,Under
156,0,12755,Vance Veazey,36' 3",31150.333,859,Over
160,0,01329,Brad Faxon,36' 5",31298.750,860,Over
160,0,21961,Charles Howell III,36' 5",58500.000,1608,1 Under
160,0,26881,Jarrod Lyle,36' 5",29966.500,822,Under
160,0,24490,George McNeill,36' 5",45621.333,1253,Under
160,0,23621,Rory Sabbatini,36' 5",43616.083,1198,Under
165,0,01707,Steve Lowery,36' 6",36683.667,1005,Over
165,0,21949,Joe Ogilvie,36' 6",56118.500,1538,Under
167,0,25720,Chad Collins,36' 7",49356.583,1348,Under
167,0,22913,John Rollins,36' 7",49190.833,1345,Under
167,0,28780,Nicholas Thompson,36' 7",50398.250,1379,Over
167,0,26392,Chris Wilson,36' 7",33815.250,925,Over
171,0,21350,Ryuji Imada,36' 8",55202.750,1505,Under
172,0,20070,Matt Bettencourt,36' 9",45803.833,1247,Even
172,0,01619,Skip Kendall,36' 9",32272.667,879,Over
174,0,28089,Jason Day,36' 10",46808.917,1271,Under
175,0,25818,Scott Piercy,37' 0",53572.667,1449,Under
175,0,12714,Chris Tidland,37' 0",44999.667,1217,Under
177,0,20572,Rod Pampling,37' 1",46655.833,1257,Over
178,0,06514,Kevin Johnson,37' 2",32613.333,878,Over
179,0,23718,Nathan Green,37' 3",54027.083,1451,Under
179,0,27613,David Lutterus,37' 3",37440.000,1006,Over
181,0,24138,Ian Poulter,37' 4",22690.500,608,Under
182,0,26300,Matt Jones,37' 8",53731.833,1427,Under
183,0,22371,Aaron Baddeley,37' 9",59235.250,1568,Under
183,0,10585,Scott McCarron,37' 9",56150.917,1488,Under
185,0,20848,Ángel Cabrera,37' 11",34637.417,914,Under
186,0,27797,Derek Lamely,38' 0",43638.333,1148,Over
187,0,23409,James Driscoll,38' 1",50298.250,1321,Under
187,0,27141,J.B. Holmes,38' 1",60101.750,1577,Under
189,0,20850,Daniel Chopra,38' 2",45568.833,1194,Over
189,0,21959,Ted Purdy,38' 2",51206.500,1342,Over
191,0,32617,Jerod Turner,38' 3",27367.500,716,Over
192,0,28500,Martin Flores,38' 4",43779.000,1143,Over
