RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,19970,Robert Karlsson,39.13,69,27
2,0,22046,Geoff Ogilvy,38.46,104,40
3,0,24138,Ian Poulter,38.03,71,27
4,0,27649,Brandt Snedeker,38.02,121,46
5,0,21753,Brian Davis,37.89,190,72
6,0,06527,Steve Stricker,37.61,117,44
7,0,20160,Charlie Wi,37.16,148,55
8,0,32150,Michael Thompson,36.75,117,43
9,0,01577,Lee Janzen,36.47,85,31
10,0,26596,Ryan Moore,36.29,124,45
11,0,11123,Chris Couch,35.71,140,50
12,0,34072,Will Strickler,35.21,71,25
13,0,24781,Hunter Mahan,35.07,134,47
14,0,20070,Matt Bettencourt,34.62,156,54
15,0,21731,Freddie Jacobson,34.25,146,50
16,0,21949,Joe Ogilvie,34.23,111,38
17,0,25396,Kevin Na,34.19,117,40
18,0,25562,Andres Romero,34.17,120,41
19,0,32102,Rickie Fowler,33.86,127,43
20,0,24024,Zach Johnson,33.58,137,46
21,0,24357,K.J. Choi,33.33,129,43
21,0,26289,Boo Weekley,33.33,111,37
23,0,20848,Ángel Cabrera,32.84,67,22
23,0,23638,Brendon de Jonge,32.84,201,66
25,0,24604,Hunter Haas,32.81,192,63
26,0,23718,Nathan Green,32.74,113,37
27,0,25900,Lucas Glover,32.56,129,42
28,0,08725,Tom Gillis,32.22,90,29
29,0,19846,Brian Gay,32.09,134,43
29,0,27095,Nick Watney,32.09,134,43
31,0,22371,Aaron Baddeley,32.06,131,42
32,0,29720,Andres Gonzales,32.05,78,25
33,0,21878,Mark Wilson,32.03,128,41
34,0,22961,David Mathis,32.00,150,48
35,0,31401,Zack Miller,31.97,122,39
36,0,35087,Bio Kim,31.96,97,31
37,0,24924,Bill Haas,31.94,144,46
38,0,01706,Davis Love III,31.91,94,30
38,0,12602,Dean Wilson,31.91,94,30
40,0,28089,Jason Day,31.86,113,36
41,0,29910,Blake Adams,31.84,179,57
42,0,25457,Alexandre Rocha,31.71,82,26
43,0,07457,Steve Flesch,31.69,142,45
44,0,23541,Ben Crane,31.62,117,37
44,0,28158,Steve Marino,31.62,117,37
46,0,26668,Marc Turnesa,31.58,95,30
47,0,20157,Retief Goosen,31.52,92,29
48,0,01313,Steve Elkington,31.51,73,23
49,0,10733,Kent Jones,31.47,143,45
49,0,23800,Bryce Molder,31.47,143,45
51,0,33141,Keegan Bradley,31.45,159,50
52,0,26300,Matt Jones,31.43,105,33
53,0,27214,Kevin Streelman,31.25,144,45
54,0,10885,Robert Allenby,31.11,135,42
54,0,12652,Cameron Beckman,31.11,135,42
54,0,27330,Josh Teater,31.11,180,56
57,0,22621,Ben Curtis,31.09,119,37
58,0,25686,Jason Dufner,31.03,116,36
59,0,02206,David Toms,31.01,129,40
60,0,28486,Michael Putnam,30.95,84,26
61,0,20472,Alex Cejka,30.93,97,30
62,0,08537,J.P. Hayes,30.91,110,34
62,0,27974,Sung Kang,30.91,110,34
64,0,23353,J.J. Henry,30.82,146,45
64,0,29221,Webb Simpson,30.82,159,49
66,0,25345,Carl Pettersson,30.77,156,48
66,0,24663,Y.E. Yang,30.77,78,24
68,0,32698,Bobby Gates,30.58,121,37
69,0,24361,Pat Perez,30.57,157,48
70,0,20229,Stewart Cink,30.30,99,30
71,0,06515,Shaun Micheel,30.21,96,29
72,0,26758,David Hearn,30.19,159,48
73,0,25804,Bubba Watson,30.00,130,39
74,0,22913,John Rollins,29.94,157,47
75,0,10809,Jim Furyk,29.87,154,46
76,0,33413,Ben Martin,29.81,104,31
76,0,22348,Nick O'Hern,29.81,161,48
76,0,27963,Chris Stroud,29.81,161,48
79,0,07867,Woody Austin,29.76,84,25
80,0,27933,John Merrick,29.73,111,33
81,0,20645,John Senden,29.49,156,46
82,0,30926,Chris Kirk,29.41,153,45
83,0,01116,Michael Bradley,29.27,123,36
84,0,32876,Martin Piller,29.17,120,35
85,0,10585,Scott McCarron,29.11,79,23
86,0,27936,Martin Laird,29.09,110,32
87,0,30750,Tommy Gainey,29.08,196,57
88,0,31202,William McGirt,29.06,203,59
89,0,22378,Trevor Immelman,28.95,114,33
90,0,27770,Camilo Villegas,28.91,128,37
91,0,24290,D.J. Brigman,28.87,97,28
92,0,06251,Chris DiMarco,28.75,160,46
93,0,23548,Bill Lunde,28.67,143,41
93,0,30110,Kyle Stanley,28.67,150,43
95,0,28679,Fabián Gómez,28.66,157,45
96,0,32640,Troy Merritt,28.57,98,28
96,0,25818,Scott Piercy,28.57,112,32
96,0,30692,Scott Stallings,28.57,133,38
99,0,24140,Sean O'Hair,28.44,109,31
100,0,08075,Jerry Kelly,28.28,145,41
101,0,28475,Jeff Overton,28.23,124,35
102,0,23325,Vaughn Taylor,28.05,164,46
103,0,20436,Garrett Willis,27.97,118,33
104,0,21961,Charles Howell III,27.87,183,51
105,0,25444,Justin Hicks,27.78,72,20
106,0,24925,Jonathan Byrd,27.74,137,38
107,0,20572,Rod Pampling,27.73,119,33
108,0,28087,Kris Blanks,27.59,174,48
108,0,21350,Ryuji Imada,27.59,145,40
110,0,27939,Matt McQuillan,27.55,98,27
111,0,06567,Vijay Singh,27.54,138,38
112,0,25274,Steven Bowditch,27.50,160,44
113,0,30925,Dustin Johnson,27.42,124,34
114,0,26881,Jarrod Lyle,27.36,106,29
115,0,23409,James Driscoll,27.27,121,33
116,0,20593,Greg Chalmers,27.21,136,37
117,0,25240,D.A. Points,27.20,125,34
118,0,21209,Sergio Garcia,27.17,92,25
119,0,33419,Cameron Tringale,27.13,188,51
120,0,29518,Brendan Steele,27.08,144,39
121,0,29420,Billy Horschel,27.07,133,36
122,0,23621,Rory Sabbatini,27.03,111,30
123,0,26331,Charl Schwartzel,26.98,63,17
124,0,24490,George McNeill,26.96,115,31
125,0,10505,Shane Bertsch,26.92,104,28
126,0,26476,Chez Reavie,26.79,168,45
127,0,21407,Arjun Atwal,26.71,161,43
128,0,27797,Derek Lamely,26.67,105,28
128,0,08375,Paul Stankowski,26.67,120,32
130,0,25632,Jimmy Walker,26.47,136,36
131,0,06573,Brandt Jobe,26.44,174,46
131,0,30711,Colt Knost,26.44,87,23
133,0,26420,Richard Johnson,26.42,106,28
134,0,27120,Troy Matteson,26.14,153,40
135,0,01797,Rocco Mediate,26.09,115,30
136,0,21805,Harrison Frazar,26.03,73,19
136,0,23108,Matt Kuchar,26.03,146,38
138,0,31193,Jim Renner,26.00,100,26
138,0,31323,Gary Woodland,26.00,150,39
140,0,22405,Justin Rose,25.93,135,35
141,0,29718,Anthony Kim,25.74,101,26
142,0,26287,Roland Thatcher,25.66,113,29
143,0,26951,Johnson Wagner,25.56,133,34
144,0,26851,Marc Leishman,25.50,149,38
145,0,29478,Kevin Kisner,25.24,103,26
146,0,23320,Ryan Palmer,25.00,96,24
146,0,23497,Tag Ridings,25.00,144,36
146,0,23623,Bo Van Pelt,25.00,120,30
146,0,27064,Jhonattan Vegas,25.00,108,27
150,0,12782,Tim Herron,24.83,149,37
151,0,23673,Michael Connell,24.81,133,33
152,0,26679,Kevin Stadler,24.69,162,40
153,0,24846,Ricky Barnes,24.56,114,28
154,0,06004,Stephen Ames,24.47,94,23
154,0,27141,J.B. Holmes,24.47,94,23
156,0,10860,Justin Leonard,24.34,152,37
157,0,01766,Billy Mayfair,24.26,169,41
158,0,06621,Joe Durant,24.22,128,31
159,0,12716,Charley Hoffman,24.16,149,36
160,0,01810,Phil Mickelson,24.11,112,27
161,0,27466,Spencer Levin,24.10,195,47
162,0,31557,Jim Herman,23.96,96,23
163,0,28620,Aron Price,23.94,71,17
164,0,20127,Chris Riley,23.88,134,32
165,0,25572,Graeme McDowell,23.81,63,15
166,0,20098,Stuart Appleby,23.71,97,23
167,0,25834,Daniel Summerhays,23.68,114,27
168,0,09011,David Duval,23.58,106,25
168,0,06522,Ernie Els,23.58,123,29
170,0,30946,Alex Prugh,23.48,132,31
171,0,23614,Rich Beem,23.30,103,24
172,0,24358,Robert Garrigus,23.13,147,34
173,0,20766,Padraig Harrington,22.99,87,20
174,0,20498,Briny Baird,22.94,109,25
175,0,24980,Scott Gutschewski,22.88,118,27
176,0,23983,Luke Donald,22.86,105,24
177,0,22293,Heath Slocum,22.84,162,37
178,0,33911,Nate Smith,22.45,98,22
179,0,34255,Joseph Bramlett,22.03,118,26
180,0,12510,Chad Campbell,22.01,159,35
181,0,06643,Paul Goydos,21.88,160,35
182,0,24502,Adam Scott,19.05,84,16
183,0,01948,Tim Petrovic,18.88,143,27
184,0,24507,Jason Bohn,18.84,138,26
185,0,23788,D.J. Trahan,17.75,169,30
186,0,32366,Kevin Chappell,17.09,117,20
