RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,31323,Gary Woodland,82.20,605,736
2,0,30110,Kyle Stanley,81.71,782,957
3,0,20229,Stewart Cink,81.40,582,715
4,0,26851,Marc Leishman,80.96,591,730
5,0,32839,Hideki Matsuyama,80.83,506,626
6,0,34046,Jordan Spieth,80.82,531,657
7,0,28500,Martin Flores,80.74,482,597
8,0,30925,Dustin Johnson,80.54,451,560
9,0,21209,Sergio Garcia,80.41,435,541
10,0,30692,Scott Stallings,80.39,492,612
11,0,21961,Charles Howell III,80.35,503,626
12,0,32333,Kevin Tway,80.19,518,646
13,0,35450,Patrick Cantlay,79.76,327,410
14,0,25364,Paul Casey,79.70,644,808
15,0,24361,Pat Perez,79.69,624,783
16,0,25686,Jason Dufner,79.64,583,732
17,0,24502,Adam Scott,79.57,366,460
18,0,27129,Luke List,79.50,605,761
19,0,32366,Kevin Chappell,79.46,588,740
20,0,25900,Lucas Glover,79.42,652,821
21,0,32102,Rickie Fowler,79.41,540,680
22,0,29289,S.Y. Noh,79.38,512,645
23,0,22405,Justin Rose,79.31,414,522
24,0,33418,Shawn Stefani,79.30,456,575
25,0,24924,Bill Haas,79.23,557,703
25,0,12716,Charley Hoffman,79.23,702,886
27,0,46440,Smylie Kaufman,79.19,430,543
27,0,28237,Rory McIlroy,79.19,293,370
29,0,37189,Harold Varner III,79.15,653,825
30,0,30944,Jason Kokrak,79.13,622,786
31,0,24358,Robert Garrigus,79.06,472,597
32,0,46601,Trey Mullinax,79.04,494,625
33,0,34021,Bud Cauley,79.00,583,738
34,0,29725,Tony Finau,78.85,660,837
34,0,46970,Jon Rahm,78.85,537,681
34,0,33448,Justin Thomas,78.85,481,610
37,0,23353,J.J. Henry,78.83,592,751
38,0,28089,Jason Day,78.80,394,500
39,0,33141,Keegan Bradley,78.76,749,951
39,0,46501,Ollie Schniederjans,78.76,497,631
41,0,48081,Xander Schauffele,78.73,596,757
42,0,22056,Cameron Percy,78.61,430,547
43,0,27064,Jhonattan Vegas,78.60,573,729
44,0,40026,Daniel Berger,78.59,569,724
45,0,12510,Chad Campbell,78.57,715,910
46,0,23497,Tag Ridings,78.54,377,480
47,0,28420,Ryan Brehm,78.53,439,559
47,0,29420,Billy Horschel,78.53,567,722
49,0,34264,Hudson Swafford,78.47,594,757
50,0,29720,Andres Gonzales,78.44,422,538
51,0,36699,Patrick Rodgers,78.24,428,547
52,0,25198,Francesco Molinari,78.22,553,707
53,0,29518,Brendan Steele,78.17,580,742
54,0,29461,Jamie Lovemark,78.15,601,769
55,0,24140,Sean O'Hair,78.06,555,711
56,0,33122,Russell Knox,78.01,518,664
57,0,39975,Michael Kim,78.00,585,750
58,0,34213,Grayson Murray,77.98,549,704
59,0,46732,Rick Lamb,77.92,353,453
60,0,35545,Blayne Barber,77.87,475,610
61,0,29740,Brad Fritsch,77.80,319,410
62,0,35532,Tom Hoge,77.78,280,360
63,0,22371,Aaron Baddeley,77.75,325,418
63,0,33413,Ben Martin,77.75,545,701
65,0,26951,Johnson Wagner,77.70,432,556
66,0,37278,Nicholas Lindheim,77.50,341,440
67,0,27644,Brian Harman,77.33,679,878
68,0,29485,Brett Stegmaier,77.26,530,686
69,0,34431,Robert Streb,77.25,584,756
70,0,31646,Emiliano Grillo,77.16,615,797
71,0,23108,Matt Kuchar,77.07,652,846
72,0,33120,Mark Anderson,77.06,336,436
72,0,31202,William McGirt,77.06,628,815
74,0,33948,Byeong Hun An,77.00,442,574
74,0,28679,Fabián Gómez,77.00,395,513
76,0,27649,Brandt Snedeker,76.96,344,447
77,0,01810,Phil Mickelson,76.95,474,616
78,0,31416,Derek Fathauer,76.94,447,581
79,0,27436,Graham DeLaet,76.89,519,675
80,0,23320,Ryan Palmer,76.87,329,428
81,0,37454,Whee Kim,76.84,428,557
82,0,25804,Bubba Watson,76.81,404,526
83,0,27214,Kevin Streelman,76.79,622,810
84,0,29222,Billy Hurley III,76.73,521,679
85,0,23983,Luke Donald,76.72,290,378
86,0,27974,Sung Kang,76.71,652,850
87,0,27466,Spencer Levin,76.65,617,805
88,0,46550,Brandon Hagy,76.64,433,565
89,0,30926,Chris Kirk,76.52,567,741
89,0,25240,D.A. Points,76.52,479,626
91,0,47128,Richy Werenski,76.51,521,681
92,0,24846,Ricky Barnes,76.50,534,698
93,0,29478,Kevin Kisner,76.43,710,929
94,0,28132,Tyrone Van Aswegen,76.39,618,809
95,0,31557,Jim Herman,76.38,553,724
96,0,27141,J.B. Holmes,76.33,416,545
97,0,28252,Seamus Power,76.26,453,594
97,0,27095,Nick Watney,76.26,408,535
99,0,47959,Bryson DeChambeau,76.24,552,724
100,0,26758,David Hearn,76.23,603,791
101,0,32757,Patton Kizzire,76.16,425,558
102,0,49771,J.T. Poston,76.14,549,721
103,0,36801,Mark Hubbard,76.12,475,624
104,0,34098,Russell Henley,76.10,656,862
104,0,24024,Zach Johnson,76.10,554,728
106,0,33204,Shane Lowry,76.05,343,451
106,0,35891,Cameron Smith,76.05,489,643
108,0,19803,Ryan Armour,76.00,456,600
108,0,36689,Brooks Koepka,76.00,475,625
108,0,29476,Kyle Reifers,76.00,608,800
111,0,25818,Scott Piercy,75.99,424,558
112,0,10809,Jim Furyk,75.93,388,511
112,0,25396,Kevin Na,75.93,533,702
114,0,35506,Mackenzie Hughes,75.86,660,870
115,0,27963,Chris Stroud,75.83,411,542
116,0,26289,Boo Weekley,75.79,554,731
117,0,23621,Rory Sabbatini,75.76,447,590
118,0,29926,Danny Lee,75.74,590,779
119,0,34174,John Huh,75.60,595,787
120,0,35879,Kelly Kraft,75.59,449,594
121,0,26476,Chez Reavie,75.58,715,946
122,0,35110,Brett Drewitt,75.56,340,450
122,0,30852,Ryo Ishikawa,75.56,306,405
122,0,27936,Martin Laird,75.56,575,761
122,0,26329,Louis Oosthuizen,75.56,402,532
126,0,28093,Miguel Angel Carballo,75.54,383,507
127,0,27958,Ryan Blaum,75.49,616,816
128,0,29223,Sam Saunders,75.32,476,632
128,0,39324,J.J. Spaun,75.32,589,782
130,0,32640,Troy Merritt,75.27,487,647
131,0,28307,Matt Every,75.26,356,473
132,0,26300,Matt Jones,75.17,336,447
133,0,30191,Julián Etulain,75.09,419,558
134,0,48822,Sebastián Muñoz,75.07,280,373
135,0,34099,Harris English,75.05,409,545
136,0,20572,Rod Pampling,75.00,453,604
137,0,34360,Patrick Reed,74.88,599,800
138,0,29908,C.T. Pan,74.84,577,771
139,0,32448,James Hahn,74.76,634,848
140,0,29221,Webb Simpson,74.64,683,915
141,0,23541,Ben Crane,74.63,559,749
142,0,33399,Adam Hadwin,74.54,644,864
143,0,31420,Anirban Lahiri,74.46,449,603
144,0,25632,Jimmy Walker,74.43,361,485
145,0,20157,Retief Goosen,74.39,276,371
146,0,24138,Ian Poulter,74.37,441,593
147,0,29974,Branden Grace,74.32,385,518
148,0,23325,Vaughn Taylor,74.29,598,805
149,0,24781,Hunter Mahan,74.16,465,627
150,0,20472,Alex Cejka,73.93,533,721
151,0,33461,Morgan Hoffmann,73.82,547,741
152,0,25493,Nick Taylor,73.68,602,817
153,0,19846,Brian Gay,73.63,525,713
154,0,23800,Bryce Molder,73.61,438,595
155,0,35300,Andrew Loupe,73.57,245,333
155,0,26331,Charl Schwartzel,73.57,334,454
157,0,25834,Daniel Summerhays,73.56,615,836
158,0,40058,Zac Blair,73.55,709,964
159,0,27770,Camilo Villegas,73.54,403,548
160,0,39954,Cody Gribble,73.43,434,591
161,0,25720,Chad Collins,73.29,376,513
161,0,33419,Cameron Tringale,73.29,494,674
163,0,29479,Scott Brown,73.28,595,812
164,0,40009,Dominic Bozzelli,73.24,375,512
165,0,20771,Steven Alker,73.11,435,595
166,0,26596,Ryan Moore,73.10,549,751
167,0,24507,Jason Bohn,72.90,460,631
168,0,22046,Geoff Ogilvy,72.81,458,629
169,0,25349,Tim Wilkinson,72.64,385,530
170,0,27895,Jonas Blixt,72.35,424,586
171,0,26499,Rafa Cabrera Bello,72.29,373,516
172,0,22986,Søren Kjeldsen,72.25,341,472
173,0,25191,Gonzalo Fernandez-Castaño,72.18,301,417
174,0,24357,K.J. Choi,71.97,439,610
175,0,37455,Si Woo Kim,71.83,431,600
