RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,30110,Kyle Stanley,67.31,941,1398,-0.18
2,0,22056,Cameron Percy,67.13,537,800,-0.16
3,0,28500,Martin Flores,66.95,638,953,-0.16
4,0,30925,Dustin Johnson,66.63,533,800,-0.20
5,0,19803,Ryan Armour,66.62,515,773,-0.18
6,0,12510,Chad Campbell,66.49,867,1304,-0.16
7,0,27436,Graham DeLaet,66.44,699,1052,-0.18
8,0,23353,J.J. Henry,66.28,749,1130,-0.11
9,0,25900,Lucas Glover,66.16,825,1247,-0.18
10,0,29420,Billy Horschel,66.06,794,1202,-0.17
11,0,25364,Paul Casey,65.80,685,1041,-0.20
12,0,31323,Gary Woodland,65.61,639,974,-0.14
13,0,34098,Russell Henley,65.59,833,1270,-0.21
14,0,31202,William McGirt,65.58,701,1069,-0.15
15,0,35545,Blayne Barber,65.45,644,984,-0.19
16,0,20229,Stewart Cink,65.32,759,1162,-0.21
17,0,46970,Jon Rahm,65.31,578,885,-0.19
18,0,34264,Hudson Swafford,65.25,721,1105,-0.17
19,0,26951,Johnson Wagner,65.18,554,850,-0.16
20,0,24358,Robert Garrigus,65.09,563,865,-0.21
21,0,21209,Sergio Garcia,64.99,414,637,-0.14
22,0,34046,Jordan Spieth,64.97,614,945,-0.25
23,0,33204,Shane Lowry,64.95,354,545,-0.18
24,0,26289,Boo Weekley,64.80,580,895,-0.13
25,0,48081,Xander Schauffele,64.63,687,1063,-0.19
26,0,35450,Patrick Cantlay,64.54,424,657,-0.18
27,0,29725,Tony Finau,64.53,795,1232,-0.18
28,0,24924,Bill Haas,64.52,700,1085,-0.16
29,0,32102,Rickie Fowler,64.43,587,911,-0.23
30,0,27129,Luke List,64.36,762,1184,-0.16
30,0,26476,Chez Reavie,64.36,809,1257,-0.22
32,0,32839,Hideki Matsuyama,64.25,523,814,-0.18
33,0,24140,Sean O'Hair,64.24,643,1001,-0.17
34,0,25198,Francesco Molinari,64.19,545,849,-0.18
35,0,25686,Jason Dufner,64.12,681,1062,-0.20
36,0,27095,Nick Watney,64.09,598,933,-0.15
37,0,33141,Keegan Bradley,63.92,847,1325,-0.19
38,0,29720,Andres Gonzales,63.89,522,817,-0.17
39,0,23108,Matt Kuchar,63.72,722,1133,-0.17
40,0,22405,Justin Rose,63.68,477,749,-0.18
40,0,30692,Scott Stallings,63.68,633,994,-0.17
42,0,10809,Jim Furyk,63.62,439,690,-0.18
43,0,31646,Emiliano Grillo,63.57,616,969,-0.17
44,0,29908,C.T. Pan,63.54,718,1130,-0.15
45,0,23621,Rory Sabbatini,63.49,487,767,-0.21
46,0,34021,Bud Cauley,63.48,751,1183,-0.16
47,0,23325,Vaughn Taylor,63.44,708,1116,-0.20
48,0,33413,Ben Martin,63.33,665,1050,-0.18
49,0,37189,Harold Varner III,63.30,783,1237,-0.16
50,0,39975,Michael Kim,63.28,791,1250,-0.19
51,0,47128,Richy Werenski,63.27,584,923,-0.17
52,0,33418,Shawn Stefani,63.25,549,868,-0.16
52,0,28132,Tyrone Van Aswegen,63.25,764,1208,-0.15
54,0,23320,Ryan Palmer,63.23,435,688,-0.11
55,0,35532,Tom Hoge,63.15,365,578,-0.21
56,0,29518,Brendan Steele,63.13,630,998,-0.19
57,0,27649,Brandt Snedeker,63.12,380,602,-0.23
58,0,46601,Trey Mullinax,63.10,614,973,-0.17
59,0,29478,Kevin Kisner,63.02,726,1152,-0.18
60,0,27214,Kevin Streelman,62.91,709,1127,-0.17
61,0,31557,Jim Herman,62.87,596,948,-0.18
62,0,30191,Julián Etulain,62.80,471,750,-0.18
63,0,40026,Daniel Berger,62.79,626,997,-0.19
64,0,28420,Ryan Brehm,62.74,559,891,-0.13
64,0,25396,Kevin Na,62.74,623,993,-0.22
66,0,30944,Jason Kokrak,62.57,734,1173,-0.16
67,0,46732,Rick Lamb,62.48,343,549,-0.17
68,0,32448,James Hahn,62.47,744,1191,-0.15
69,0,25493,Nick Taylor,62.41,747,1197,-0.13
70,0,29926,Danny Lee,62.40,687,1101,-0.21
71,0,39324,J.J. Spaun,62.37,663,1063,-0.17
72,0,20771,Steven Alker,62.36,507,813,-0.19
73,0,36801,Mark Hubbard,62.27,566,909,-0.14
73,0,29476,Kyle Reifers,62.27,685,1100,-0.13
75,0,30926,Chris Kirk,62.19,643,1034,-0.22
76,0,23541,Ben Crane,62.15,642,1033,-0.19
77,0,33448,Justin Thomas,62.13,543,874,-0.26
78,0,25240,D.A. Points,62.12,546,879,-0.16
