RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,52955,Ludvig Åberg,45.00%,45,100,-0.40
2,0,49766,Hank Lebioda,44.26%,54,122,-0.15
3,0,58168,Davis Thompson,42.71%,82,192,-0.26
4,0,55893,Sam Stevens,41.04%,87,212,-0.21
5,0,48699,Callum Tarren,40.91%,81,198,-0.07
6,0,45157,Cam Davis,40.66%,74,182,-0.20
7,0,27129,Luke List,40.50%,81,200,+0.01
8,0,51414,Brent Grant,40.48%,68,168,-0.25
9,0,33448,Justin Thomas,40.28%,58,144,-0.22
10,0,32102,Rickie Fowler,40.10%,77,192,-0.22
11,0,50188,S.H. Kim,40.09%,89,222,-0.11
12,0,36699,Patrick Rodgers,39.22%,80,204,-0.19
13,0,32333,Kevin Tway,39.11%,79,202,-0.16
14,0,29908,C.T. Pan,38.68%,41,106,-0.15
15,0,28420,Ryan Brehm,38.37%,66,172,-0.03
16,0,48117,Kurt Kitayama,38.19%,55,144,+0.15
17,0,31646,Emiliano Grillo,38.05%,86,226,-0.12
18,0,36799,Stephan Jaeger,37.70%,92,244,-0.26
19,0,35450,Patrick Cantlay,37.50%,54,144,-0.28
19,0,46046,Scottie Scheffler,37.50%,66,176,-0.21
19,0,49960,Sepp Straka,37.50%,69,184,-0.04
22,0,34099,Harris English,37.11%,72,194,-0.21
23,0,39058,Lucas Herbert,37.10%,46,124,-0.02
23,0,33204,Shane Lowry,37.10%,46,124,+0.22
25,0,32757,Patton Kizzire,37.00%,74,200,-0.36
26,0,40250,Taylor Pendrith,36.87%,73,198,-0.27
27,0,31323,Gary Woodland,36.75%,61,166,-0.20
28,0,45242,Kevin Yu,36.62%,52,142,-0.17
29,0,46340,Alex Smalley,36.61%,82,224,-0.37
30,0,37338,Zecheng Dou,36.60%,71,194,-0.21
31,0,33141,Keegan Bradley,36.59%,60,164,-0.23
31,0,49453,Trevor Cone,36.59%,60,164,-0.27
33,0,29725,Tony Finau,36.31%,61,168,-0.16
34,0,39324,J.J. Spaun,36.27%,74,204,-0.20
35,0,27554,Scott Harrington,36.25%,58,160,-0.24
36,0,45609,Tyler Duncan,36.17%,68,188,-0.21
37,0,39975,Michael Kim,36.08%,70,194,-0.36
38,0,35506,Mackenzie Hughes,35.96%,64,178,-0.25
39,0,35461,Beau Hossler,35.91%,79,220,-0.28
40,0,47995,Davis Riley,35.78%,73,204,-0.34
41,0,32366,Kevin Chappell,35.71%,40,112,-0.25
42,0,40098,Matt Fitzpatrick,35.62%,52,146,E
43,0,56762,Will Gordon,35.59%,79,222,-0.15
44,0,48867,Matti Schmid,35.44%,56,158,-0.30
45,0,48119,Ben Taylor,35.38%,75,212,-0.13
45,0,54783,Dylan Wu,35.38%,75,212,-0.28
47,0,46601,Trey Mullinax,35.21%,50,142,-0.02
