RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
72,0,20160,Charlie Wi,6.29,57,906,+0.123
74,0,27436,Graham DeLaet,6.28,56,892,-0.143
75,0,29740,Brad Fritsch,6.25,34,544,+0.206
76,0,27770,Camilo Villegas,6.23,73,1172,+0.151
77,0,24502,Adam Scott,6.22,49,788,+0.061
78,0,28132,Tyrone Van Aswegen,6.17,56,908,+0.232
79,0,27963,Chris Stroud,6.16,62,1007,+0.113
79,0,28780,Nicholas Thompson,6.16,60,974,+0.200
81,0,32334,Charlie Beljan,6.10,57,934,+0.263
82,0,32333,Kevin Tway,6.09,40,657,+0.175
83,0,30927,Brendon Todd,6.07,77,1268,+0.208
84,0,26851,Marc Leishman,6.03,58,962,+0.121
85,0,25396,Kevin Na,5.99,65,1086,+0.092
86,0,20229,Stewart Cink,5.98,60,1004,+0.233
87,0,31202,William McGirt,5.97,70,1172,+0.114
88,0,27330,Josh Teater,5.94,62,1044,+0.097
89,0,34264,Hudson Swafford,5.93,48,810,+0.146
90,0,28500,Martin Flores,5.91,56,948,+0.125
91,0,01706,Davis Love III,5.82,51,876,+0.137
92,0,34409,David Lingmerth,5.79,54,932,+0.074
93,0,30750,Tommy Gainey,5.75,48,835,+0.125
94,0,33419,Cameron Tringale,5.71,78,1366,+0.154
95,0,26331,Charl Schwartzel,5.69,43,756,+0.186
96,0,20645,John Senden,5.67,64,1128,+0.078
97,0,36689,Brooks Koepka,5.63,33,586,+0.091
98,0,28259,Sangmoon Bae,5.61,51,909,+0.059
98,0,23353,J.J. Henry,5.61,61,1088,+0.197
100,0,21753,Brian Davis,5.58,63,1130,+0.270
101,0,26956,Bronson La'Cassie,5.57,28,503,+0.143
102,0,34265,Will Wilcox,5.55,31,559,+0.032
103,0,28475,Jeff Overton,5.54,51,920,+0.294
104,0,24024,Zach Johnson,5.52,65,1178,-0.062
105,0,29479,Scott Brown,5.51,64,1162,+0.094
106,0,25444,Justin Hicks,5.50,69,1254,+0.174
107,0,21528,Henrik Stenson,5.45,29,532,+0.034
108,0,25686,Jason Dufner,5.44,32,588,+0.156
109,0,29478,Kevin Kisner,5.43,53,976,+0.170
110,0,29926,Danny Lee,5.40,52,963,+0.192
111,0,27095,Nick Watney,5.36,42,784,+0.071
112,0,34099,Harris English,5.32,55,1034,+0.018
113,0,24912,Will MacKenzie,5.31,54,1016,+0.241
114,0,34360,Patrick Reed,5.30,55,1038,+0.309
115,0,26679,Kevin Stadler,5.29,48,908,+0.083
116,0,26329,Louis Oosthuizen,5.26,22,418,+0.318
117,0,22405,Justin Rose,5.25,38,724,+0.079
118,0,27895,Jonas Blixt,5.14,31,603,+0.129
119,0,35539,Luke Guthrie,5.10,54,1059,+0.481
120,0,20848,Ángel Cabrera,5.05,43,852,+0.140
120,0,29535,Brice Garnett,5.05,55,1090,+0.418
120,0,27936,Martin Laird,5.05,39,772,+0.359
123,0,32839,Hideki Matsuyama,5.02,45,896,E
124,0,23638,Brendon de Jonge,4.98,64,1284,+0.031
124,0,23621,Rory Sabbatini,4.98,45,904,+0.089
126,0,30110,Kyle Stanley,4.97,50,1006,+0.240
127,0,32366,Kevin Chappell,4.94,60,1214,+0.067
128,0,31557,Jim Herman,4.93,33,670,+0.152
129,0,06567,Vijay Singh,4.90,52,1062,+0.192
130,0,01724,Jeff Maggert,4.88,30,615,+0.333
130,0,24138,Ian Poulter,4.88,28,574,+0.429
130,0,27214,Kevin Streelman,4.88,41,840,+0.049
133,0,34098,Russell Henley,4.84,51,1054,+0.176
133,0,22293,Heath Slocum,4.84,42,867,+0.214
133,0,26289,Boo Weekley,4.84,38,785,+0.079
136,0,27644,Brian Harman,4.76,67,1408,+0.104
137,0,29420,Billy Horschel,4.75,46,968,+0.196
138,0,12716,Charley Hoffman,4.73,50,1058,+0.200
139,0,23108,Matt Kuchar,4.70,50,1064,+0.120
139,0,23320,Ryan Palmer,4.70,44,936,E
141,0,34021,Bud Cauley,4.67,30,643,+0.200
142,0,25274,Steven Bowditch,4.60,50,1088,+0.320
143,0,27064,Jhonattan Vegas,4.59,41,894,+0.171
144,0,32640,Troy Merritt,4.55,35,769,+0.229
145,0,22046,Geoff Ogilvy,4.51,46,1019,-0.065
146,0,25345,Carl Pettersson,4.47,53,1185,+0.113
147,0,21961,Charles Howell III,4.38,58,1324,+0.259
147,0,27120,Troy Matteson,4.38,30,685,+0.400
149,0,34431,Robert Streb,4.35,39,896,-0.179
150,0,26300,Matt Jones,4.30,36,838,+0.333
151,0,35300,Andrew Loupe,4.29,30,699,+0.333
152,0,24924,Bill Haas,4.28,49,1146,-0.061
153,0,32102,Rickie Fowler,4.27,37,866,+0.081
154,0,24494,Erik Compton,4.21,44,1044,+0.205
155,0,35541,John Peterson,4.17,32,767,+0.125
155,0,25562,Andres Romero,4.17,42,1006,+0.286
157,0,34046,Jordan Spieth,4.16,46,1106,+0.152
158,0,27141,J.B. Holmes,4.00,43,1074,+0.209
158,0,25834,Daniel Summerhays,4.00,49,1226,+0.082
160,0,24781,Hunter Mahan,3.97,40,1008,+0.150
161,0,31323,Gary Woodland,3.92,40,1020,+0.100
162,0,29425,Andrew Svoboda,3.80,35,922,+0.029
163,0,25632,Jimmy Walker,3.70,38,1026,+0.079
164,0,28089,Jason Day,3.68,17,462,+0.118
165,0,29461,Jamie Lovemark,3.65,24,657,+0.375
166,0,33141,Keegan Bradley,3.63,34,936,+0.118
167,0,33461,Morgan Hoffmann,3.59,45,1255,+0.289
168,0,29221,Webb Simpson,3.57,37,1036,-0.108
169,0,30692,Scott Stallings,3.53,31,878,+0.194
170,0,06522,Ernie Els,3.52,31,880,+0.419
171,0,27408,Martin Kaymer,3.42,23,672,E
172,0,21209,Sergio Garcia,3.39,19,560,+0.158
173,0,01810,Phil Mickelson,3.14,22,700,+0.227
174,0,20396,Lee Westwood,2.82,17,602,+0.294
175,0,30925,Dustin Johnson,2.77,16,578,+0.250
176,0,25804,Bubba Watson,2.42,19,784,+0.158
177,0,28237,Rory McIlroy,1.93,13,672,-0.077
