RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,10423,Mike Weir,6.56,8,122,+0.63
2,0,23135,Tim Clark,5.07,7,138,+0.43
3,0,20104,Ken Duke,5.00,7,140,+0.71
3,0,28092,D.H. Lee,5.00,5,100,+0.60
5,0,25720,Chad Collins,4.86,7,144,+0.71
6,0,21753,Brian Davis,4.49,8,178,+0.38
7,0,20098,Stuart Appleby,4.44,8,180,+0.25
8,0,30852,Ryo Ishikawa,4.35,6,138,+0.50
9,0,20593,Greg Chalmers,4.32,7,162,+0.71
10,0,24663,Y.E. Yang,4.17,6,144,+0.83
11,0,31202,William McGirt,3.65,7,192,+0.43
12,0,10860,Justin Leonard,3.62,5,138,+0.60
12,0,23800,Bryce Molder,3.62,5,138,+0.20
14,0,23409,James Driscoll,3.52,5,142,+0.60
14,0,19846,Brian Gay,3.52,5,142,+0.40
16,0,27466,Spencer Levin,3.39,4,118,E
17,0,35139,Richard Lee,3.38,5,148,+0.20
18,0,21731,Freddie Jacobson,3.37,6,178,+0.50
19,0,06522,Ernie Els,3.17,4,126,+0.50
20,0,23541,Ben Crane,3.09,5,162,+0.60
21,0,32839,Hideki Matsuyama,3.08,4,130,E
22,0,20157,Retief Goosen,3.05,5,164,+0.60
23,0,20498,Briny Baird,3.00,3,100,-0.33
24,0,10809,Jim Furyk,2.94,4,136,+0.50
25,0,01724,Jeff Maggert,2.88,3,104,E
26,0,25191,Gonzalo Fernandez-Castaño,2.86,4,140,+0.25
27,0,27649,Brandt Snedeker,2.82,4,142,-0.50
28,0,32334,Charlie Beljan,2.78,4,144,+0.50
29,0,28307,Matt Every,2.74,4,146,+0.25
30,0,33122,Russell Knox,2.72,5,184,+0.20
31,0,33413,Ben Martin,2.63,4,152,+0.75
32,0,25562,Andres Romero,2.60,4,154,+0.25
33,0,02206,David Toms,2.50,3,120,+0.33
34,0,24507,Jason Bohn,2.47,4,162,+0.50
35,0,32640,Troy Merritt,2.42,3,124,E
36,0,25686,Jason Dufner,2.38,2,84,+0.50
36,0,35732,Wes Roach,2.38,3,126,+0.67
38,0,25396,Kevin Na,2.33,4,172,+0.50
39,0,34261,Scott Langley,2.25,4,178,+0.25
40,0,27556,Ted Potter Jr.,2.21,3,136,+1.33
41,0,24357,K.J. Choi,2.14,3,140,+0.67
42,0,26956,Bronson La'Cassie,2.13,2,94,-0.50
43,0,34409,David Lingmerth,2.08,3,144,+1.00
43,0,25572,Graeme McDowell,2.08,2,96,+0.50
43,0,28475,Jeff Overton,2.08,3,144,+0.67
46,0,23320,Ryan Palmer,2.00,3,150,+0.33
46,0,30927,Brendon Todd,2.00,4,200,E
48,0,34098,Russell Henley,1.92,3,156,E
48,0,22378,Trevor Immelman,1.92,3,156,+0.67
48,0,34360,Patrick Reed,1.92,3,156,E
51,0,10885,Robert Allenby,1.90,3,158,-0.33
51,0,30110,Kyle Stanley,1.90,3,158,E
53,0,27141,J.B. Holmes,1.88,3,160,+0.67
53,0,29926,Danny Lee,1.88,3,160,+0.67
55,0,24494,Erik Compton,1.83,3,164,+1.33
56,0,25240,D.A. Points,1.75,2,114,+0.50
