RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,25804,Bubba Watson,66.17,2391692,361425
2,0,30925,Dustin Johnson,65.74,1726366,262597
3,0,29461,Jamie Lovemark,65.21,1948628,298804
4,0,35300,Andrew Loupe,65.14,2069561,317719
5,0,28237,Rory McIlroy,65.04,2024884,311316
6,0,21961,Charles Howell III,64.42,3902257,605711
7,0,27141,J.B. Holmes,64.18,3183622,496030
8,0,32334,Charlie Beljan,63.93,2719393,425366
9,0,23320,Ryan Palmer,63.89,2735231,428092
10,0,20848,Ángel Cabrera,63.88,2494092,390446
11,0,36689,Brooks Koepka,63.86,1701577,266474
12,0,28089,Jason Day,63.78,1359920,213236
13,0,25632,Jimmy Walker,63.75,3001549,470795
14,0,27064,Jhonattan Vegas,63.73,2604567,408668
15,0,24502,Adam Scott,63.68,2304198,361860
16,0,24140,Sean O'Hair,63.56,2700963,424948
17,0,25274,Steven Bowditch,63.53,3159437,497290
18,0,31323,Gary Woodland,63.48,2997399,472159
19,0,24358,Robert Garrigus,63.45,2947535,464564
20,0,12716,Charley Hoffman,63.41,3071815,484462
21,0,33461,Morgan Hoffmann,63.37,3640367,574465
22,0,34099,Harris English,63.35,2978463,470174
23,0,34431,Robert Streb,63.31,2594097,409746
24,0,27436,Graham DeLaet,63.28,2590439,409384
25,0,26329,Louis Oosthuizen,63.23,1217979,192639
26,0,30944,Jason Kokrak,63.22,2450282,387580
27,0,34265,Will Wilcox,63.18,1604777,253981
28,0,27120,Troy Matteson,63.15,1964321,311057
29,0,34021,Bud Cauley,63.12,1837753,291158
30,0,26300,Matt Jones,63.08,2424392,384323
31,0,30110,Kyle Stanley,63.03,2887964,458219
32,0,25345,Carl Pettersson,63.01,3402117,539914
33,0,33141,Keegan Bradley,62.96,2710299,430491
34,0,30750,Tommy Gainey,62.88,2379943,378493
34,0,25900,Lucas Glover,62.88,1879596,298900
36,0,32102,Rickie Fowler,62.85,2513767,399976
37,0,26331,Charl Schwartzel,62.84,2180846,347050
38,0,26679,Kevin Stadler,62.80,2600003,413982
39,0,37273,Derek Ernst,62.75,2529251,403063
40,0,27408,Martin Kaymer,62.73,1933707,308275
41,0,32333,Kevin Tway,62.71,1871542,298457
42,0,31557,Jim Herman,62.69,1913313,305179
42,0,24781,Hunter Mahan,62.69,2918550,465574
44,0,30692,Scott Stallings,62.63,2532845,404443
45,0,29518,Brendan Steele,62.62,2819918,450333
46,0,27936,Martin Laird,62.59,2215755,353988
47,0,34360,Patrick Reed,62.54,2967092,474433
48,0,34264,Hudson Swafford,62.53,2304298,368536
49,0,25562,Andres Romero,62.51,2869935,459116
50,0,34098,Russell Henley,62.47,3016953,482908
51,0,33418,Shawn Stefani,62.45,2277686,364730
52,0,35541,John Peterson,62.44,2177463,348719
53,0,29289,S.Y. Noh,62.43,2994754,479717
54,0,21209,Sergio Garcia,62.41,1605889,257327
55,0,26851,Marc Leishman,62.39,2753004,441248
55,0,27330,Josh Teater,62.39,2974356,476747
57,0,06567,Vijay Singh,62.32,3015868,483969
58,0,06522,Ernie Els,62.27,2529045,406167
59,0,29740,Brad Fritsch,62.24,1536832,246939
60,0,32366,Kevin Chappell,62.23,3466598,557065
61,0,01810,Phil Mickelson,62.22,2017259,324228
62,0,35732,Wes Roach,62.21,1967493,316248
62,0,26289,Boo Weekley,62.21,2211671,355530
64,0,32839,Hideki Matsuyama,62.20,2571427,413394
65,0,23621,Rory Sabbatini,62.18,2569963,413317
66,0,29420,Billy Horschel,62.16,2769220,445522
67,0,30852,Ryo Ishikawa,62.14,2449025,394102
68,0,01706,Davis Love III,62.10,2490836,401101
68,0,34046,Jordan Spieth,62.10,3160356,508896
70,0,22405,Justin Rose,62.09,2093405,337140
71,0,27644,Brian Harman,62.08,3983229,641627
72,0,27095,Nick Watney,62.07,2229900,359279
73,0,24924,Bill Haas,62.01,3283453,529462
73,0,22046,Geoff Ogilvy,62.01,2903520,468231
73,0,28475,Jeff Overton,62.01,2596057,418663
73,0,27214,Kevin Streelman,62.01,2391765,385722
77,0,27770,Camilo Villegas,61.94,3305953,533770
78,0,21528,Henrik Stenson,61.92,1523829,246107
79,0,28500,Martin Flores,61.87,2686578,434254
80,0,29535,Brice Garnett,61.85,3053797,493776
81,0,30926,Chris Kirk,61.83,3409867,551510
82,0,23353,J.J. Henry,61.81,3062115,495420
83,0,20645,John Senden,61.78,3181167,514936
84,0,34409,David Lingmerth,61.75,2636673,426997
85,0,32640,Troy Merritt,61.74,2155938,349210
86,0,22913,John Rollins,61.72,2628860,425931
87,0,28259,Sangmoon Bae,61.70,2566433,415948
87,0,29221,Webb Simpson,61.70,2936055,475898
89,0,24846,Ricky Barnes,61.68,3051470,494717
90,0,28486,Michael Putnam,61.65,3568653,578811
91,0,32448,James Hahn,61.64,2840450,460840
92,0,35539,Luke Guthrie,61.58,2977363,483457
93,0,29479,Scott Brown,61.57,3266236,530523
94,0,22378,Trevor Immelman,61.56,2626294,426653
94,0,29478,Kevin Kisner,61.56,2741077,445249
96,0,22371,Aaron Baddeley,61.55,2307145,374818
96,0,12510,Chad Campbell,61.55,1779470,289112
96,0,20157,Retief Goosen,61.55,3053553,496102
99,0,28307,Matt Every,61.51,2539299,412855
99,0,34563,Chesson Hadley,61.51,2775248,451157
99,0,24912,Will MacKenzie,61.51,2865457,465854
102,0,20229,Stewart Cink,61.50,2837516,461359
103,0,33413,Ben Martin,61.48,2477273,402931
104,0,26956,Bronson La'Cassie,61.47,1410655,229505
105,0,25686,Jason Dufner,61.44,1661095,270370
106,0,31193,Jim Renner,61.43,2034574,331185
106,0,28132,Tyrone Van Aswegen,61.43,2535915,412801
106,0,23623,Bo Van Pelt,61.43,2616853,425969
106,0,20396,Lee Westwood,61.43,1716661,279465
110,0,29926,Danny Lee,61.39,2690179,438246
111,0,23108,Matt Kuchar,61.38,2979314,485405
112,0,29425,Andrew Svoboda,61.36,2580292,420495
113,0,26951,Johnson Wagner,61.23,2250254,367528
114,0,27963,Chris Stroud,61.22,2805059,458179
115,0,26596,Ryan Moore,61.16,2450097,400619
116,0,23638,Brendon de Jonge,61.15,3593058,587535
117,0,24494,Erik Compton,61.14,2925093,478422
118,0,25191,Gonzalo Fernandez-Castaño,61.11,2699409,441756
119,0,35139,Richard Lee,61.07,2372109,388444
120,0,25364,Paul Casey,61.05,1704130,279151
120,0,32150,Michael Thompson,61.05,2343509,383845
122,0,24925,Jonathan Byrd,61.04,2510917,411324
123,0,27895,Jonas Blixt,61.01,1697525,278218
124,0,33122,Russell Knox,60.97,3214545,527253
