RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,19846,Brian Gay,24.65,35,142,E
2,0,10860,Justin Leonard,23.91,33,138,+0.03
3,0,10423,Mike Weir,22.13,27,122,+0.11
4,0,08075,Jerry Kelly,19.08,29,152,E
5,0,02206,David Toms,17.50,21,120,-0.10
6,0,23135,Tim Clark,17.39,24,138,-0.04
7,0,07867,Woody Austin,16.10,19,118,+0.32
8,0,20498,Briny Baird,15.00,15,100,E
9,0,23800,Bryce Molder,14.49,20,138,+0.40
10,0,27556,Ted Potter Jr.,13.97,19,136,+0.16
11,0,22293,Heath Slocum,13.04,18,138,+0.17
12,0,31202,William McGirt,13.02,25,192,-0.12
13,0,20160,Charlie Wi,12.86,18,140,+0.28
14,0,26758,David Hearn,12.36,22,178,+0.09
15,0,29222,Billy Hurley III,12.18,19,156,+0.11
16,0,24357,K.J. Choi,12.14,17,140,+0.29
17,0,22621,Ben Curtis,11.97,17,142,+0.12
18,0,34174,John Huh,11.69,18,154,+0.33
19,0,25572,Graeme McDowell,11.46,11,96,-0.09
20,0,20098,Stuart Appleby,11.11,20,180,+0.10
21,0,01724,Jeff Maggert,10.58,11,104,+0.45
22,0,30927,Brendon Todd,10.50,21,200,+0.33
23,0,24507,Jason Bohn,10.49,17,162,-0.06
24,0,25396,Kevin Na,10.47,18,172,+0.22
25,0,25720,Chad Collins,10.42,15,144,-0.20
26,0,21753,Brian Davis,10.11,18,178,+0.11
26,0,34261,Scott Langley,10.11,18,178,+0.06
28,0,20104,Ken Duke,10.00,14,140,E
28,0,28092,D.H. Lee,10.00,10,100,+0.20
30,0,25834,Daniel Summerhays,9.57,18,188,+0.17
31,0,25686,Jason Dufner,9.52,8,84,-0.38
31,0,24361,Pat Perez,9.52,16,168,+0.19
31,0,33419,Cameron Tringale,9.52,20,210,+0.15
31,0,21878,Mark Wilson,9.52,12,126,+0.17
35,0,24024,Zach Johnson,9.30,16,172,+0.06
36,0,23541,Ben Crane,9.26,15,162,+0.20
37,0,23108,Matt Kuchar,9.21,14,152,-0.29
38,0,24912,Will MacKenzie,9.15,15,164,+0.47
39,0,21731,Freddie Jacobson,8.99,16,178,+0.13
40,0,20593,Greg Chalmers,8.64,14,162,+0.14
41,0,22371,Aaron Baddeley,8.59,11,128,+0.45
42,0,24494,Erik Compton,8.54,14,164,E
43,0,27466,Spencer Levin,8.47,10,118,+0.40
44,0,24663,Y.E. Yang,8.33,12,144,+0.25
45,0,31560,Brian Stuard,8.24,14,170,-0.14
46,0,10809,Jim Furyk,8.09,11,136,E
47,0,27933,John Merrick,8.00,12,150,E
48,0,29478,Kevin Kisner,7.83,13,166,+0.08
49,0,33122,Russell Knox,7.61,14,184,+0.07
50,0,10885,Robert Allenby,7.59,12,158,+0.33
51,0,27214,Kevin Streelman,7.50,9,120,+0.11
52,0,20157,Retief Goosen,7.32,12,164,+0.67
53,0,29479,Scott Brown,7.29,14,192,E
54,0,24490,George McNeill,7.14,11,154,+0.55
54,0,24138,Ian Poulter,7.14,6,84,-0.17
54,0,26289,Boo Weekley,7.14,8,112,+0.13
57,0,23409,James Driscoll,7.04,10,142,+0.40
58,0,24925,Jonathan Byrd,6.94,10,144,+0.10
59,0,23983,Luke Donald,6.82,6,88,E
59,0,30926,Chris Kirk,6.82,12,176,+0.08
61,0,25349,Tim Wilkinson,6.71,11,164,+0.18
62,0,35541,John Peterson,6.67,8,120,E
63,0,35539,Luke Guthrie,6.63,11,166,+0.18
64,0,22913,John Rollins,6.58,10,152,+0.20
65,0,32640,Troy Merritt,6.45,8,124,-0.13
66,0,28259,Sangmoon Bae,6.43,9,140,-0.11
67,0,06567,Vijay Singh,6.33,10,158,+0.50
68,0,32200,Roberto Castro,6.25,8,128,+0.75
68,0,28475,Jeff Overton,6.25,9,144,E
68,0,32333,Kevin Tway,6.25,7,112,+0.14
71,0,34563,Chesson Hadley,6.10,10,164,+0.10
72,0,25444,Justin Hicks,6.06,12,198,-0.17
72,0,26596,Ryan Moore,6.06,8,132,+0.13
74,0,24140,Sean O'Hair,5.84,9,154,+0.33
75,0,22405,Justin Rose,5.77,6,104,+0.83
76,0,37273,Derek Ernst,5.71,8,140,+0.75
77,0,25364,Paul Casey,5.68,5,88,-0.20
78,0,27649,Brandt Snedeker,5.63,8,142,E
79,0,20645,John Senden,5.62,10,178,-0.20
80,0,28500,Martin Flores,5.56,9,162,-0.11
81,0,27895,Jonas Blixt,5.43,5,92,+0.20
82,0,32150,Michael Thompson,5.30,7,132,-0.29
83,0,25240,D.A. Points,5.26,6,114,+0.17
83,0,29221,Webb Simpson,5.26,8,152,-0.13
85,0,25562,Andres Romero,5.19,8,154,+0.50
86,0,27644,Brian Harman,5.14,11,214,+0.73
87,0,34265,Will Wilcox,5.10,5,98,+0.40
88,0,29926,Danny Lee,5.00,8,160,-0.13
88,0,29461,Jamie Lovemark,5.00,6,120,-0.17
90,0,29420,Billy Horschel,4.86,7,144,-0.43
91,0,26679,Kevin Stadler,4.79,7,146,+0.14
92,0,01810,Phil Mickelson,4.72,5,106,E
93,0,24924,Bill Haas,4.71,8,170,-0.13
94,0,30925,Dustin Johnson,4.65,4,86,-0.75
95,0,24846,Ricky Barnes,4.55,8,176,+0.38
96,0,28132,Tyrone Van Aswegen,4.49,7,156,+0.14
97,0,31193,Jim Renner,4.39,5,114,+0.40
98,0,30750,Tommy Gainey,4.35,6,138,+0.17
99,0,26956,Bronson La'Cassie,4.26,4,94,+0.25
100,0,26300,Matt Jones,4.23,6,142,E
101,0,23638,Brendon de Jonge,4.21,8,190,+0.38
102,0,29740,Brad Fritsch,4.17,4,96,E
103,0,35139,Richard Lee,4.05,6,148,+0.33
104,0,23353,J.J. Henry,4.02,7,174,+0.57
105,0,25274,Steven Bowditch,3.93,7,178,E
106,0,29425,Andrew Svoboda,3.90,6,154,+0.67
106,0,28780,Nicholas Thompson,3.90,6,154,+0.17
108,0,34098,Russell Henley,3.85,6,156,+0.33
108,0,22046,Geoff Ogilvy,3.85,6,156,-0.17
108,0,34360,Patrick Reed,3.85,6,156,-0.50
108,0,27770,Camilo Villegas,3.85,7,182,+0.86
112,0,12510,Chad Campbell,3.77,4,106,+1.00
113,0,34099,Harris English,3.75,6,160,-0.17
113,0,32448,James Hahn,3.75,6,160,+0.50
