RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,33.42,262,784,-0.225
2,0,30925,Dustin Johnson,27.68,160,578,-0.188
3,0,28237,Rory McIlroy,26.34,177,672,-0.232
4,0,35300,Andrew Loupe,26.04,182,699,-0.198
5,0,27141,J.B. Holmes,21.69,233,1074,-0.176
6,0,29461,Jamie Lovemark,19.03,125,657,-0.240
7,0,32334,Charlie Beljan,18.20,170,934,-0.188
8,0,31323,Gary Woodland,17.25,176,1020,-0.153
9,0,21961,Charles Howell III,16.77,222,1324,-0.257
10,0,24502,Adam Scott,16.37,129,788,-0.302
11,0,20848,Ángel Cabrera,16.31,139,852,-0.180
12,0,27436,Graham DeLaet,16.14,144,892,-0.222
13,0,28089,Jason Day,15.80,73,462,-0.205
14,0,24358,Robert Garrigus,15.63,159,1017,-0.283
15,0,23320,Ryan Palmer,15.49,145,936,-0.193
16,0,26329,Louis Oosthuizen,15.31,64,418,-0.109
17,0,25632,Jimmy Walker,14.81,152,1026,-0.257
18,0,36689,Brooks Koepka,14.68,86,586,-0.186
19,0,27064,Jhonattan Vegas,13.53,121,894,-0.231
20,0,30944,Jason Kokrak,13.31,113,849,-0.248
21,0,34099,Harris English,13.25,137,1034,-0.263
22,0,24140,Sean O'Hair,13.18,123,933,-0.260
23,0,12716,Charley Hoffman,11.91,126,1058,-0.246
24,0,34431,Robert Streb,11.38,102,896,-0.324
25,0,34265,Will Wilcox,11.09,62,559,-0.210
26,0,25274,Steven Bowditch,10.94,119,1088,-0.269
27,0,32102,Rickie Fowler,10.85,94,866,-0.223
28,0,33461,Morgan Hoffmann,10.76,135,1255,-0.267
29,0,29518,Brendan Steele,10.73,105,979,-0.276
30,0,33141,Keegan Bradley,10.58,99,936,-0.202
31,0,37273,Derek Ernst,10.53,93,883,-0.108
32,0,26331,Charl Schwartzel,10.45,79,756,-0.291
33,0,21528,Henrik Stenson,10.15,54,532,-0.278
34,0,30692,Scott Stallings,9.79,86,878,-0.151
35,0,25900,Lucas Glover,9.47,62,655,-0.065
36,0,29289,S.Y. Noh,9.45,99,1048,-0.232
37,0,01810,Phil Mickelson,9.43,66,700,-0.106
38,0,22405,Justin Rose,9.39,68,724,-0.250
39,0,26851,Marc Leishman,9.25,89,962,-0.225
40,0,30110,Kyle Stanley,9.05,91,1006,-0.143
41,0,27936,Martin Laird,8.94,69,772,-0.174
42,0,32839,Hideki Matsuyama,8.48,76,896,-0.395
42,0,34360,Patrick Reed,8.48,88,1038,-0.284
44,0,31557,Jim Herman,8.36,56,670,-0.250
45,0,26300,Matt Jones,8.23,69,838,-0.246
46,0,01706,Davis Love III,8.22,72,876,-0.139
46,0,32333,Kevin Tway,8.22,54,657,-0.167
48,0,27408,Martin Kaymer,8.18,55,672,-0.109
49,0,25345,Carl Pettersson,8.02,95,1185,-0.326
49,0,33418,Shawn Stefani,8.02,64,798,-0.203
51,0,24781,Hunter Mahan,7.94,80,1008,-0.213
52,0,22371,Aaron Baddeley,7.90,65,823,-0.446
53,0,21209,Sergio Garcia,7.86,44,560,-0.273
54,0,26679,Kevin Stadler,7.82,71,908,-0.197
55,0,34098,Russell Henley,7.78,82,1054,-0.232
56,0,25562,Andres Romero,7.65,77,1006,-0.351
57,0,27120,Troy Matteson,7.59,52,685,-0.058
58,0,27330,Josh Teater,7.47,78,1044,-0.205
59,0,35732,Wes Roach,7.46,52,697,-0.346
60,0,30852,Ryo Ishikawa,7.42,64,862,-0.281
61,0,30750,Tommy Gainey,7.07,59,835,-0.237
62,0,29740,Brad Fritsch,6.99,38,544,-0.184
63,0,24924,Bill Haas,6.89,79,1146,-0.127
64,0,34046,Jordan Spieth,6.78,75,1106,-0.227
65,0,32366,Kevin Chappell,6.75,82,1214,-0.232
66,0,28500,Martin Flores,6.65,63,948,-0.381
67,0,23621,Rory Sabbatini,6.64,60,904,-0.100
68,0,27214,Kevin Streelman,6.43,54,840,-0.148
69,0,34264,Hudson Swafford,6.30,51,810,-0.294
70,0,06567,Vijay Singh,6.12,65,1062,-0.277
71,0,22913,John Rollins,5.99,56,935,-0.179
72,0,32150,Michael Thompson,5.95,50,840,-0.360
73,0,34021,Bud Cauley,5.91,38,643,-0.316
74,0,27770,Camilo Villegas,5.89,69,1172,-0.333
75,0,27095,Nick Watney,5.87,46,784,-0.283
76,0,29420,Billy Horschel,5.79,56,968,-0.232
77,0,20229,Stewart Cink,5.78,58,1004,-0.293
78,0,06522,Ernie Els,5.68,50,880,-0.260
78,0,28486,Michael Putnam,5.68,72,1268,-0.292
80,0,33413,Ben Martin,5.57,49,879,-0.388
81,0,25364,Paul Casey,5.54,34,614,-0.353
82,0,26289,Boo Weekley,5.48,43,785,-0.256
83,0,20157,Retief Goosen,5.43,59,1087,-0.136
84,0,24846,Ricky Barnes,5.42,59,1088,-0.237
85,0,28132,Tyrone Van Aswegen,5.40,49,908,-0.306
86,0,20396,Lee Westwood,5.32,32,602,-0.406
87,0,30926,Chris Kirk,5.30,64,1208,-0.250
87,0,22046,Geoff Ogilvy,5.30,54,1019,-0.259
89,0,34409,David Lingmerth,5.26,49,932,-0.347
90,0,29478,Kevin Kisner,5.23,51,976,-0.275
91,0,26596,Ryan Moore,5.16,45,872,-0.267
92,0,22378,Trevor Immelman,5.12,48,937,-0.208
93,0,20645,John Senden,5.05,57,1128,-0.404
94,0,34563,Chesson Hadley,4.95,49,989,-0.163
95,0,25686,Jason Dufner,4.93,29,588,-0.138
96,0,28475,Jeff Overton,4.89,45,920,-0.200
97,0,23623,Bo Van Pelt,4.50,42,934,-0.381
98,0,28307,Matt Every,4.42,40,904,-0.200
99,0,23353,J.J. Henry,4.41,48,1088,-0.333
99,0,31193,Jim Renner,4.41,32,726,-0.156
101,0,28259,Sangmoon Bae,4.40,40,909,-0.275
102,0,25191,Gonzalo Fernandez-Castaño,4.24,41,966,-0.122
103,0,24912,Will MacKenzie,4.23,43,1016,-0.209
104,0,10885,Robert Allenby,4.21,41,975,-0.244
104,0,26951,Johnson Wagner,4.21,34,808,-0.412
106,0,24138,Ian Poulter,4.18,24,574,E
107,0,29221,Webb Simpson,4.15,43,1036,-0.395
108,0,29535,Brice Garnett,4.04,44,1090,-0.295
109,0,21731,Freddie Jacobson,3.90,44,1128,-0.159
110,0,27933,John Merrick,3.88,39,1006,-0.154
111,0,29479,Scott Brown,3.87,45,1162,-0.111
112,0,27895,Jonas Blixt,3.81,23,603,-0.130
113,0,27649,Brandt Snedeker,3.80,35,922,-0.257
114,0,27644,Brian Harman,3.76,53,1408,-0.377
115,0,32448,James Hahn,3.74,38,1016,-0.421
116,0,24490,George McNeill,3.69,36,976,-0.194
117,0,35539,Luke Guthrie,3.59,38,1059,-0.421
118,0,26956,Bronson La'Cassie,3.58,18,503,-0.167
119,0,23409,James Driscoll,3.47,28,806,-0.179
120,0,33122,Russell Knox,3.37,39,1156,-0.282
120,0,25240,D.A. Points,3.37,26,772,-0.192
122,0,24925,Jonathan Byrd,3.32,30,904,-0.300
123,0,35139,Richard Lee,3.29,28,851,-0.036
124,0,24494,Erik Compton,3.26,34,1044,-0.324
125,0,32640,Troy Merritt,3.25,25,769,-0.120
126,0,24361,Pat Perez,3.07,32,1044,-0.281
127,0,24663,Y.E. Yang,3.06,26,849,-0.077
128,0,35541,John Peterson,2.87,22,767,-0.273
129,0,33419,Cameron Tringale,2.86,39,1366,-0.179
130,0,34261,Scott Langley,2.82,31,1100,-0.387
131,0,23108,Matt Kuchar,2.73,29,1064,-0.138
131,0,31202,William McGirt,2.73,32,1172,-0.438
133,0,24024,Zach Johnson,2.63,31,1178,-0.290
134,0,23638,Brendon de Jonge,2.49,32,1284,-0.063
135,0,31560,Brian Stuard,2.42,25,1032,-0.320
136,0,20498,Briny Baird,2.39,15,627,-0.200
136,0,25444,Justin Hicks,2.39,30,1254,-0.200
138,0,12510,Chad Campbell,2.34,15,642,-0.200
139,0,22293,Heath Slocum,2.19,19,867,-0.158
140,0,29926,Danny Lee,2.18,21,963,-0.333
141,0,25396,Kevin Na,2.12,23,1086,-0.087
141,0,25834,Daniel Summerhays,2.12,26,1226,-0.192
143,0,29425,Andrew Svoboda,2.06,19,922,-0.105
144,0,20098,Stuart Appleby,2.05,24,1170,-0.417
145,0,27963,Chris Stroud,1.99,20,1007,-0.200
146,0,32200,Roberto Castro,1.95,16,822,-0.438
147,0,25349,Tim Wilkinson,1.91,19,993,-0.368
148,0,27466,Spencer Levin,1.87,13,696,-0.308
149,0,24507,Jason Bohn,1.77,18,1016,-0.500
149,0,20160,Charlie Wi,1.77,16,906,-0.313
151,0,28780,Nicholas Thompson,1.75,17,974,-0.294
152,0,30927,Brendon Todd,1.66,21,1268,-0.238
153,0,08075,Jerry Kelly,1.63,15,918,-0.133
154,0,28092,D.H. Lee,1.60,10,626,-0.400
155,0,23541,Ben Crane,1.57,17,1086,-0.294
155,0,26758,David Hearn,1.57,18,1143,-0.389
157,0,27556,Ted Potter Jr.,1.56,13,835,-0.231
158,0,07867,Woody Austin,1.50,12,798,-0.333
159,0,22621,Ben Curtis,1.46,13,891,-0.308
160,0,34174,John Huh,1.43,14,978,-0.143
161,0,24357,K.J. Choi,1.39,13,934,-0.154
162,0,21878,Mark Wilson,1.38,11,795,-0.091
163,0,29222,Billy Hurley III,1.29,13,1005,-0.154
164,0,25572,Graeme McDowell,1.24,8,644,-0.250
165,0,20593,Greg Chalmers,1.18,12,1017,-0.333
166,0,01724,Jeff Maggert,1.14,7,615,E
167,0,25720,Chad Collins,1.06,9,848,-0.222
168,0,10809,Jim Furyk,.98,9,920,+0.111
169,0,10423,Mike Weir,.95,7,739,+0.143
170,0,23135,Tim Clark,.92,8,865,+0.125
171,0,19846,Brian Gay,.91,8,882,+0.125
172,0,23800,Bryce Molder,.90,8,892,-0.375
173,0,10860,Justin Leonard,.81,7,862,-0.286
174,0,21753,Brian Davis,.71,8,1130,-0.125
175,0,02206,David Toms,.66,5,753,-0.200
176,0,23983,Luke Donald,.65,4,612,+0.500
176,0,20104,Ken Duke,.65,6,923,-0.167
