RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
1,0,30925,Dustin Johnson,2717,3,10,0
2,0,33448,Justin Thomas,2634,3,8,83
3,0,36689,Brooks Koepka,2012,2,5,705
4,0,22405,Justin Rose,1991,2,8,726
5,0,25804,Bubba Watson,1879,3,5,838
6,0,28089,Jason Day,1771,2,5,946
7,0,29221,Webb Simpson,1710,1,7,1007
8,0,25198,Francesco Molinari,1682,2,4,1035
9,0,47959,Bryson DeChambeau,1617,1,7,1100
10,0,34360,Patrick Reed,1555,1,7,1162
11,0,01810,Phil Mickelson,1546,1,6,1171
12,0,29725,Tony Finau,1509,0,8,1208
13,0,46970,Jon Rahm,1430,1,5,1287
14,0,35450,Patrick Cantlay,1388,1,6,1329
15,0,32757,Patton Kizzire,1386,2,4,1331
16,0,25364,Paul Casey,1319,1,5,1398
17,0,32102,Rickie Fowler,1302,0,4,1415
18,0,30110,Kyle Stanley,1198,0,5,1519
19,0,25396,Kevin Na,1183,1,4,1534
20,0,08793,Tiger Woods,1162,0,5,1555
21,0,28237,Rory McIlroy,1154,1,5,1563
22,0,26851,Marc Leishman,1148,0,6,1569
23,0,30911,Tommy Fleetwood,1130,0,5,1587
24,0,34563,Chesson Hadley,1122,0,7,1595
25,0,24361,Pat Perez,1116,1,4,1601
26,0,33410,Andrew Landry,1116,1,5,1601
27,0,49964,Aaron Wise,1086,1,3,1631
28,0,48081,Xander Schauffele,1081,0,5,1636
29,0,27129,Luke List,1080,0,5,1637
30,0,27649,Brandt Snedeker,1077,1,4,1640
31,0,46435,Austin Cook,1060,1,3,1657
32,0,27644,Brian Harman,1056,0,8,1661
33,0,31323,Gary Woodland,1044,1,3,1673
34,0,24138,Ian Poulter,1030,1,4,1687
35,0,34256,Andrew Putnam,1026,1,5,1691
36,0,26476,Chez Reavie,1020,0,3,1697
37,0,19803,Ryan Armour,1006,1,3,1711
38,0,29518,Brendan Steele,998,1,3,1719
39,0,27349,Alex Noren,989,0,3,1728
40,0,29478,Kevin Kisner,971,0,4,1746
41,0,29420,Billy Horschel,960,1,3,1757
42,0,35461,Beau Hossler,957,0,5,1760
43,0,34046,Jordan Spieth,945,0,5,1772
44,0,33948,Byeong Hun An,913,0,4,1804
45,0,31646,Emiliano Grillo,901,0,5,1816
46,0,37455,Si Woo Kim,893,0,5,1824
47,0,21961,Charles Howell III,885,0,4,1832
48,0,19846,Brian Gay,880,0,6,1837
49,0,33141,Keegan Bradley,872,0,4,1845
50,0,21528,Henrik Stenson,868,0,5,1849
51,0,39324,J.J. Spaun,849,0,4,1868
52,0,24024,Zach Johnson,839,0,2,1878
53,0,35891,Cameron Smith,821,0,5,1896
54,0,25818,Scott Piercy,802,1,2,1915
55,0,26596,Ryan Moore,795,0,5,1922
56,0,26499,Rafa Cabrera Bello,784,0,4,1933
57,0,37454,Whee Kim,764,0,3,1953
58,0,20229,Stewart Cink,758,0,3,1959
59,0,30926,Chris Kirk,756,0,4,1961
60,0,27556,Ted Potter Jr.,744,1,1,1973
61,0,25632,Jimmy Walker,719,0,4,1998
62,0,30944,Jason Kokrak,700,0,4,2017
63,0,29908,C.T. Pan,693,0,1,2024
64,0,23108,Matt Kuchar,679,0,4,2038
65,0,34076,Joel Dahmen,676,0,3,2041
66,0,39975,Michael Kim,675,1,1,2042
67,0,27214,Kevin Streelman,673,0,5,2044
68,0,39546,Keith Mitchell,659,0,4,2058
69,0,27141,J.B. Holmes,640,0,3,2077
70,0,33399,Adam Hadwin,638,0,3,2079
71,0,29535,Brice Garnett,634,1,2,2083
72,0,35879,Kelly Kraft,627,0,3,2090
73,0,24502,Adam Scott,623,0,2,2094
74,0,26329,Louis Oosthuizen,620,0,3,2097
75,0,32640,Troy Merritt,616,1,3,2101
76,0,32839,Hideki Matsuyama,607,0,2,2110
77,0,32816,Satoshi Kodaira,600,1,1,2117
78,0,32366,Kevin Chappell,597,0,4,2120
79,0,32448,James Hahn,596,0,1,2121
80,0,35532,Tom Hoge,594,0,3,2123
81,0,29484,Peter Uihlein,593,0,4,2124
82,0,29974,Branden Grace,590,0,2,2127
83,0,45526,Abraham Ancer,589,0,4,2128
84,0,33122,Russell Knox,585,0,3,2132
85,0,32333,Kevin Tway,577,0,3,2140
86,0,29461,Jamie Lovemark,576,0,3,2141
87,0,46501,Ollie Schniederjans,573,0,3,2144
88,0,34098,Russell Henley,569,0,3,2148
89,0,40026,Daniel Berger,565,0,1,2152
90,0,25686,Jason Dufner,557,0,2,2160
91,0,31420,Anirban Lahiri,555,0,4,2162
92,0,34363,Tyrrell Hatton,550,0,4,2167
93,0,36699,Patrick Rodgers,541,0,3,2176
94,0,35421,Brandon Harkins,528,0,3,2189
95,0,46601,Trey Mullinax,528,0,3,2189
96,0,26331,Charl Schwartzel,528,0,3,2189
97,0,23621,Rory Sabbatini,521,0,1,2196
98,0,12716,Charley Hoffman,515,0,2202
99,0,20472,Alex Cejka,502,0,2,2215
100,0,23320,Ryan Palmer,500,0,2,2217
101,0,47128,Richy Werenski,498,0,2,2219
102,0,27095,Nick Watney,491,0,1,2226
103,0,29926,Danny Lee,481,0,3,2236
104,0,27974,Sung Kang,480,0,2,2237
105,0,34174,John Huh,480,0,2,2237
106,0,37189,Harold Varner III,474,0,3,2243
107,0,30692,Scott Stallings,470,0,2,2247
108,0,45609,Tyler Duncan,457,0,2,2260
109,0,31202,William McGirt,449,0,3,2268
110,0,49771,J.T. Poston,448,0,2,2269
111,0,29268,Bronson Burgoon,446,0,2,2271
112,0,23325,Vaughn Taylor,445,0,3,2272
113,0,27936,Martin Laird,443,0,3,2274
114,0,37275,Sam Ryder,442,0,3,2275
115,0,34213,Grayson Murray,438,0,2,2279
116,0,27958,Ryan Blaum,433,0,2,2284
117,0,29479,Scott Brown,422,0,2,2295
118,0,31560,Brian Stuard,421,0,3,2296
119,0,25493,Nick Taylor,420,0,2,2297
120,0,29223,Sam Saunders,420,0,4,2297
121,0,24140,Sean O'Hair,417,0,2,2300
122,0,34021,Bud Cauley,405,0,2,2312
123,0,27064,Jhonattan Vegas,394,0,1,2323
124,0,34099,Harris English,383,0,2,2334
125,0,28252,Seamus Power,377,0,2,2340
126,0,32876,Martin Piller,371,0,2,2346
127,0,28132,Tyrone Van Aswegen,364,0,1,2353
128,0,21209,Sergio Garcia,362,0,3,2355
129,0,12510,Chad Campbell,361,0,2,2356
130,0,39997,Corey Conners,353,0,1,2364
131,0,24358,Robert Garrigus,353,0,1,2364
132,0,22371,Aaron Baddeley,342,0,1,2375
133,0,26951,Johnson Wagner,338,0,2379
134,0,50526,Tom Lovelady,332,0,2,2385
135,0,25900,Lucas Glover,324,0,1,2393
136,0,39327,Ben Silverman,323,0,2,2394
