RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,32839,Hideki Matsuyama,906000.00,0,.00,.00
2,0,35891,Cameron Smith,803610.00,0,.00,.00
3,6,33769,Thanyakorn Khrongpha,507753.24,0,.00,.00
4,0,26908,Yuta Ikeda,474707.75,0,.00,.00
5,-2,33870,Ashun Wu,439364.54,0,.00,.00
6,-1,29908,C.T. Pan,412500.00,0,.00,.00
7,0,32775,Shugo Imahira,371856.76,0,.00,.00
8,8,26851,Marc Leishman,298800.00,0,.00,.00
9,3,45526,Abraham Ancer,283365.00,0,.00,.00
10,5,31646,Emiliano Grillo,281340.00,0,.00,.00
11,-5,47056,Rikuya Hoshino,267670.65,0,.00,.00
12,11,28089,Jason Day,254700.00,0,.00,.00
13,0,26435,Angelo Que,229468.88,0,.00,.00
14,4,33399,Adam Hadwin,209880.00,0,.00,.00
15,-1,39058,Lucas Herbert,207567.21,0,.00,.00
16,-5,21498,Hideto Tanihara,204096.22,0,.00,.00
17,2,28938,Justin Harding,201801.12,0,.00,.00
18,83,20698,Adilson da Silva,198395.05,0,.00,.00
19,11,26328,Shaun Norris,162369.35,0,.00,.00
20,14,34542,Rattanon Wannasrichan,152544.00,0,.00,.00
21,17,27747,Hiroshi Iwata,128798.90,0,.00,.00
22,82,24663,Y.E. Yang,116497.08,0,.00,.00
23,2,33948,Byeong Hun An,114412.50,0,.00,.00
24,56,28320,Yuta Kinoshita,108969.24,0,.00,.00
25,7,34168,Soomin Lee,108570.19,0,.00,.00
26,8,29376,Atomu Shigenaga,104554.06,0,.00,.00
27,5,23802,Brad Kennedy,103768.80,0,.00,.00
28,0,28670,Wonjoon Lee,99125.88,0,.00,.00
29,-10,33125,Jaewoong Eom,91000.00,0,.00,.00
30,34,29469,Ryuji Masaoka,85806.00,0,.00,.00
31,5,33227,Hyun-woo Ryu,82700.75,0,.00,.00
32,0,27784,Wen-Tang Lin,80750.00,0,.00,.00
33,47,20594,David Bransdon,76283.04,0,.00,.00
34,31,35912,Haydn Porteous,75833.32,0,.00,.00
35,13,37455,Si Woo Kim,75768.75,0,.00,.00
36,32,36514,Yuki Inamori,75390.78,0,.00,.00
37,16,26329,Louis Oosthuizen,74542.50,0,.00,.00
38,18,26331,Charl Schwartzel,72471.44,0,.00,.00
39,93,33232,Sang-hee Lee,69940.61,0,.00,.00
40,-30,29330,Park Sang-eon,69356.15,0,.00,.00
41,-4,47239,Phachara Khongwatmai,68965.82,0,.00,.00
42,17,28258,K.T. Kim,67405.80,0,.00,.00
43,89,26444,Juvic Pagunsan,62749.28,0,.00,.00
44,5,31569,Jason Scrivener,62258.69,0,.00,.00
45,11,20721,Darren Fichardt,61937.52,0,.00,.00
46,51,20939,Keiichiro Fukabori,57530.55,0,.00,.00
47,29,39958,Jeunghun Wang,57523.32,0,.00,.00
48,114,32813,Shota Akiyoshi,56375.37,0,.00,.00
49,-4,34500,Ryosuke Kinoshita,55483.50,0,.00,.00
50,0,46673,Tomoyo Ikemura,55247.46,0,.00,.00
51,18,20940,Kenichi Kuboya,54268.65,0,.00,.00
52,84,28937,George Coetzee,54226.75,0,.00,.00
53,-29,40006,Erik van Rooyen,52844.51,0,.00,.00
54,12,31395,Yosuke Asaji,52636.40,0,.00,.00
55,97,31670,Matthew Griffin,52385.84,0,.00,.00
56,23,47906,Austin Connelly,47902.93,0,.00,.00
57,0,20218,Shingo Katayama,47627.96,0,.00,.00
58,0,34554,Jung-gon Hwang,46692.23,0,.00,.00
59,0,31016,Tomoharu Otsuki,45951.02,0,.00,.00
60,-5,24459,Richard Sterne,44899.03,0,.00,.00
61,15,31273,Gavin Kyle Green,43444.72,0,.00,.00
62,5,24502,Adam Scott,42965.00,0,.00,.00
63,50,31094,Masatsugu Fujishima,42903.00,0,.00,.00
63,50,28055,Tatsunori Nukaga,42903.00,0,.00,.00
63,50,24577,Katsufumi Okino,42903.00,0,.00,.00
66,-44,34126,Scott Vincent,42873.16,0,.00,.00
67,95,29936,Ryan Fox,42286.19,0,.00,.00
68,18,35296,Haotong Li,40413.88,0,.00,.00
69,83,37249,Ryuko Tokimatsu,39668.11,0,.00,.00
70,82,34656,Mikumu Horikawa,39422.85,0,.00,.00
71,0,35629,Heung-Chol Joo,38250.00,0,.00,.00
72,-34,37076,Marcelo Rozo,37143.75,0,.00,.00
73,-22,51610,Sangpil Yoon,36400.00,0,.00,.00
73,-22,45404,Sung-ho Yun,36400.00,0,.00,.00
75,17,34534,Daisuke Matsubara,35564.66,0,.00,.00
76,86,45166,Yujiro Ohori,35384.32,0,.00,.00
77,26,29939,Fabrizio Zanotti,34434.18,0,.00,.00
78,23,22080,Prayad Marksaeng,33514.64,0,.00,.00
79,13,37092,Hyung-Sung Kim,33340.53,0,.00,.00
80,72,34680,Masaru Takahashi,32402.72,0,.00,.00
81,-10,23725,Brendan Jones,31878.00,0,.00,.00
