RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
42,0,34563,Chesson Hadley,8.19,1122,13700,0,7
43,0,31646,Emiliano Grillo,8.01,901,11250,0,5
44,0,46435,Austin Cook,8.00,1060,13250,1,3
44,0,27129,Luke List,8.00,1080,13500,0,5
46,0,26476,Chez Reavie,7.76,1020,13150,0,3
47,0,35891,Cameron Smith,7.75,821,10600,0,5
48,0,26596,Ryan Moore,7.64,795,10400,0,5
49,0,34363,Tyrrell Hatton,7.63,550,7200,0,4
50,0,35461,Beau Hossler,7.59,957,12600,0,5
51,0,27436,Graham DeLaet,7.40,111,1500,0,1
52,0,33141,Keegan Bradley,7.30,872,11950,0,4
53,0,24024,Zach Johnson,7.23,839,11600,0,2
54,0,39324,J.J. Spaun,7.20,849,11800,0,4
55,0,32816,Satoshi Kodaira,6.94,600,8650,1,1
56,0,25818,Scott Piercy,6.91,802,11600,1,2
57,0,19803,Ryan Armour,6.89,1006,14600,1,3
58,0,21961,Charles Howell III,6.81,885,13000,0,4
59,0,29974,Branden Grace,6.78,590,8700,0,2
60,0,32839,Hideki Matsuyama,6.64,607,9150,0,2
61,0,19846,Brian Gay,6.57,880,13400,0,6
62,0,25632,Jimmy Walker,6.53,719,11000,0,4
63,0,24502,Adam Scott,6.49,623,9600,0,2
64,0,20229,Stewart Cink,6.43,758,11800,0,3
65,0,37455,Si Woo Kim,6.09,893,14650,0,5
66,0,30926,Chris Kirk,5.90,756,12800,0,4
67,0,27556,Ted Potter Jr.,5.83,744,12750,1,1
68,0,23108,Matt Kuchar,5.80,679,11700,0,4
69,0,27141,J.B. Holmes,5.71,640,11200,0,3
70,0,34076,Joel Dahmen,5.54,676,12200,0,3
71,0,33399,Adam Hadwin,5.48,638,11650,0,3
72,0,27214,Kevin Streelman,5.47,673,12300,0,5
73,0,37454,Whee Kim,5.46,764,14000,0,3
74,0,39975,Michael Kim,5.36,675,12600,1,1
75,0,32366,Kevin Chappell,5.35,597,11150,0,4
76,0,30944,Jason Kokrak,5.34,700,13100,0,4
77,0,23320,Ryan Palmer,5.32,500,9400,0,2
78,0,25686,Jason Dufner,5.25,557,10600,0,2
79,0,39546,Keith Mitchell,5.19,659,12700,0,4
80,0,26331,Charl Schwartzel,5.18,528,10200,0,3
81,0,29908,C.T. Pan,5.17,693,13400,0,1
82,0,32640,Troy Merritt,5.14,616,12000,1,3
83,0,34098,Russell Henley,5.10,569,11150,0,3
84,0,40026,Daniel Berger,5.05,565,11200,0,1
85,0,29484,Peter Uihlein,4.97,593,11950,0,4
86,0,32448,James Hahn,4.95,596,12050,0,1
87,0,31420,Anirban Lahiri,4.89,555,11350,0,4
88,0,29535,Brice Garnett,4.77,634,13300,1,2
89,0,46601,Trey Mullinax,4.76,528,11100,0,3
90,0,01666,Bernhard Langer,4.75,57,1200,0
91,0,29461,Jamie Lovemark,4.72,576,12200,0,3
92,0,34021,Bud Cauley,4.71,405,8600,0,2
93,0,46501,Ollie Schniederjans,4.55,573,12600,0,3
94,0,20472,Alex Cejka,4.52,502,11100,0,2
94,0,33122,Russell Knox,4.52,585,12950,0,3
94,0,49771,J.T. Poston,4.52,448,9900,0,2
97,0,45526,Abraham Ancer,4.44,589,13250,0,4
97,0,21209,Sergio Garcia,4.44,362,8150,0,3
99,0,06527,Steve Stricker,4.41,274,6200,0
100,0,33293,Thomas Pieters,4.36,260,5950,0,1
101,0,25562,Andres Romero,4.32,104,2400,0,1
102,0,35879,Kelly Kraft,4.29,627,14600,0,3
103,0,27936,Martin Laird,4.26,443,10400,0,3
104,0,12716,Charley Hoffman,4.24,515,12150,0
105,0,35532,Tom Hoge,4.18,594,14200,0,3
106,0,29268,Bronson Burgoon,4.16,446,10700,0,2
107,0,34213,Grayson Murray,4.13,438,10600,0,2
108,0,32333,Kevin Tway,4.07,577,14200,0,3
109,0,23621,Rory Sabbatini,4.04,521,12900,0,1
110,0,27095,Nick Watney,4.03,491,12200,0,1
111,0,24140,Sean O'Hair,3.93,417,10600,0,2
112,0,10809,Jim Furyk,3.87,291,7500,0,2
113,0,23325,Vaughn Taylor,3.80,445,11700,0,3
114,0,31202,William McGirt,3.74,449,12000,0,3
115,0,35421,Brandon Harkins,3.72,528,14200,0,3
116,0,37275,Sam Ryder,3.71,442,11900,0,3
117,0,29289,S.Y. Noh,3.70,19,500,0
118,0,36699,Patrick Rodgers,3.66,541,14800,0,3
119,0,37189,Harold Varner III,3.64,474,13000,0,3
120,0,08075,Jerry Kelly,3.60,54,1500,0
121,0,25900,Lucas Glover,3.51,324,9250,0,1
122,0,26951,Johnson Wagner,3.48,338,9700,0
123,0,29926,Danny Lee,3.46,481,13900,0,3
124,0,34174,John Huh,3.45,480,13900,0,2
125,0,29223,Sam Saunders,3.42,420,12300,0,4
126,0,30692,Scott Stallings,3.41,470,13800,0,2
127,0,27974,Sung Kang,3.38,480,14200,0,2
128,0,47128,Richy Werenski,3.34,498,14900,0,2
129,0,27958,Ryan Blaum,3.28,433,13200,0,2
130,0,26758,David Hearn,3.25,315,9700,0,2
131,0,45609,Tyler Duncan,3.15,457,14500,0,2
132,0,33204,Shane Lowry,3.05,296,9700,0
132,0,32150,Michael Thompson,3.05,280,9200,0
134,0,46550,Brandon Hagy,3.00,39,1300,0
135,0,27064,Jhonattan Vegas,2.99,394,13200,0,1
136,0,28252,Seamus Power,2.97,377,12700,0,2
137,0,25493,Nick Taylor,2.96,420,14200,0,2
138,0,01226,Fred Couples,2.93,18,600,0
139,0,31560,Brian Stuard,2.90,421,14500,0,3
140,0,25572,Graeme McDowell,2.82,274,9700,0,1
141,0,32876,Martin Piller,2.77,371,13400,0,2
142,0,24358,Robert Garrigus,2.76,353,12800,0,1
143,0,20157,Retief Goosen,2.75,261,9500,0,1
144,0,29479,Scott Brown,2.72,422,15500,0,2
145,0,23541,Ben Crane,2.70,267,9900,0,1
146,0,33413,Ben Martin,2.69,266,9900,0,1
147,0,39997,Corey Conners,2.68,353,13200,0,1
147,0,34099,Harris English,2.68,383,14300,0,2
149,0,22056,Cameron Percy,2.66,191,7200,0,2
150,0,22371,Aaron Baddeley,2.63,342,13000,0,1
150,0,12510,Chad Campbell,2.63,361,13700,0,2
152,0,47993,Denny McCarthy,2.57,267,10400,0,1
153,0,50526,Tom Lovelady,2.51,332,13200,0,2
154,0,24781,Hunter Mahan,2.42,234,9700,0,1
154,0,28132,Tyrone Van Aswegen,2.42,364,15000,0,1
156,0,39327,Ben Silverman,2.41,323,13400,0,2
157,0,31416,Derek Fathauer,2.38,316,13300,0,1
157,0,26300,Matt Jones,2.38,264,11100,0
159,0,46402,Talor Gooch,2.35,308,13100,0
160,0,33418,Shawn Stefani,2.25,268,11900,0,1
161,0,34264,Hudson Swafford,2.24,245,10950,0
162,0,34409,David Lingmerth,2.20,274,12500,0
163,0,37278,Nicholas Lindheim,2.19,272,12400,0,1
164,0,24924,Bill Haas,2.07,262,12650,0,1
164,0,28775,Nate Lashley,2.07,168,8100,0
166,0,24449,Parker McLachlin,1.97,92,4700,0
167,0,40058,Zac Blair,1.91,176,9200,0
168,0,48084,Wesley Bryan,1.90,219,11550,0
169,0,35545,Blayne Barber,1.89,202,10700,0
169,0,27963,Chris Stroud,1.89,255,13500,0,1
171,0,40009,Dominic Bozzelli,1.88,190,10100,0
172,0,47347,Adam Schenk,1.81,239,13200,0,1
173,0,23353,J.J. Henry,1.80,239,13300,0,1
173,0,33461,Morgan Hoffmann,1.80,81,4500,0
175,0,36799,Stephan Jaeger,1.73,211,12200,0
176,0,34466,Peter Malnati,1.69,226,13400,0
176,0,27933,John Merrick,1.69,79,4700,0
178,0,28679,Fabián Gómez,1.68,221,13200,0
179,0,12782,Tim Herron,1.67,87,5200,0
180,0,27896,Ross Fisher,1.65,119,7200,0
180,0,35506,Mackenzie Hughes,1.65,227,13800,0,1
182,0,20098,Stuart Appleby,1.62,84,5200,0
182,0,24357,K.J. Choi,1.62,110,6800,0,1
184,0,24846,Ricky Barnes,1.60,164,10200,0,1
185,0,28500,Martin Flores,1.53,215,14000,0
186,0,29485,Brett Stegmaier,1.51,149,9900,0
187,0,25892,Steve Wheatcroft,1.50,138,9200,0,1
188,0,47287,Ethan Tracy,1.47,157,10700,0
189,0,27895,Jonas Blixt,1.46,167,11500,0
190,0,32254,Xinjun Zhang,1.45,195,13450,0,1
191,0,23788,D.J. Trahan,1.43,46,3200,0
192,0,35310,Lanto Griffin,1.42,175,12300,0
193,0,34358,Jonathan Randolph,1.40,166,11900,0,1
194,0,22293,Heath Slocum,1.39,24,1700,0
195,0,20593,Greg Chalmers,1.38,133,9600,0,1
196,0,25240,D.A. Points,1.33,162,12200,0,1
197,0,24925,Jonathan Byrd,1.31,147,11200,0
198,0,27770,Camilo Villegas,1.28,90,7000,0
199,0,27942,Rob Oppenheim,1.22,148,12200,0
200,0,39954,Cody Gribble,1.18,141,12000,0
200,0,28158,Steve Marino,1.18,36,3000,0
202,0,34431,Robert Streb,1.11,155,14000,0,1
203,0,23048,Eric Axley,1.04,33,3200,0
204,0,25834,Daniel Summerhays,1.02,89,8700,0,1
205,0,24490,George McNeill,1.00,42,4200,0
206,0,39328,Conrad Shindler,.99,92,9200,0
207,0,01098,Jay Don Blake,.98,3,300,0
207,0,01116,Michael Bradley,.98,3,300,0
209,0,35376,Roberto Díaz,.92,107,11700,0
209,0,23983,Luke Donald,.92,42,4500,0
211,0,27120,Troy Matteson,.90,28,3100,0
212,0,37273,Derek Ernst,.86,11,1300,0
213,0,01139,Olin Browne,.85,3,300,0
214,0,28259,Sangmoon Bae,.83,71,8500,0
215,0,01706,Davis Love III,.81,45,5500,0
216,0,23638,Brendon de Jonge,.80,49,6200,0,1
216,0,28307,Matt Every,.80,113,14200,0,1
218,0,24507,Jason Bohn,.74,27,3700,0
219,0,33419,Cameron Tringale,.72,88,12200,0
220,0,20645,John Senden,.71,25,3500,0
221,0,46440,Smylie Kaufman,.70,74,10600,0,1
221,0,27408,Martin Kaymer,.70,42,6000,0
223,0,20572,Rod Pampling,.65,64,9900,0
224,0,10213,Dicky Pride,.63,30,4700,0
225,0,06643,Paul Goydos,.62,3,500,0
226,0,30750,Tommy Gainey,.61,26,4200,0
227,0,06332,Neal Lancaster,.60,2,300,0
228,0,06522,Ernie Els,.59,46,7700,0
229,0,29222,Billy Hurley III,.57,73,12900,0
230,0,22046,Geoff Ogilvy,.55,48,8700,0
231,0,20848,Ángel Cabrera,.51,11,2200,0
232,0,20104,Ken Duke,.49,33,6700,0
233,0,34242,Andrew Johnston,.47,5,1100,0
234,0,47125,Matt Atkins,.45,44,9700,0
234,0,06567,Vijay Singh,.45,24,5200,0
236,0,21753,Brian Davis,.38,20,5200,0
237,0,20766,Padraig Harrington,.37,29,8000,0
238,0,31557,Jim Herman,.29,13,4500,0
239,0,30711,Colt Knost,.27,13,5000,0
239,0,20160,Charlie Wi,.27,7,2400,0
241,0,20850,Daniel Chopra,.26,6,2400,0
242,0,20094,Jonathan Kaye,.25,2,900,0
243,0,28087,Kris Blanks,.22,6,2800,0
244,0,21878,Mark Wilson,.20,9,4700,0
245,0,37338,Zecheng Dou,.19,21,10950,0
246,0,21407,Arjun Atwal,.17,4,2200,0
246,0,01320,Bob Estes,.17,7,4000,0
248,0,12652,Cameron Beckman,.16,4,2400,0
248,0,32334,Charlie Beljan,.16,7,4100,0
248,0,35544,Andrew Yun,.16,16,10200,0
251,0,01249,John Daly,.15,5,3400,0
251,0,22378,Trevor Immelman,.15,1,900,0
253,0,11123,Chris Couch,.13,3,2300,0
253,0,08385,Omar Uresti,.13,6,4300,0
255,0,10885,Robert Allenby,.12,4,3200,0
255,0,46732,Rick Lamb,.12,6,4800,0
255,0,06515,Shaun Micheel,.12,2,1500,0
258,0,22913,John Rollins,.11,4,3700,0
259,0,22582,Kyle Thompson,.09,10,10200,0
260,0,10423,Mike Weir,.06,2,2700,0
